院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
K474,咸阳师范学院,K47403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,3,0,0,0,3,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,1,-11,-11,225,right,1.05 物理学（师范类：办学地点：渭城校区）[M-626aad240271a2b9]；2.06 化学（师范类；办学地点：渭城校区）[M-304c50aa6663aa80]；3.07 数据科学（办学地点：滑城校区）K475 渭南师范学院（公办）（陕西）[M-99a6f2238b6d4710],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-412157992c51ccf7,STABLEGROUP-6dfcac1568f5262b
K585,兰州工业学院,K58501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,10,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,230,right,1.01 测控技术与仪器[M-df09ffa262060523]；2.02 轨道交通信号与控制[M-6785aa70ea8e47e2]；3.03 网络工程[M-5ee40aa8aef3f727]；4.04 数据科学与大数据技术[M-3e581bfd0a65da29]；5.05 土木工程[M-78cd577ab9f0ce92]；6.06 物联网工程[M-5ba349232b5e6527]；7.07 集成电路设计与集成系统[M-b87c2f64a66234fb]；8.08 汽车服务工程[M-b9971eaed464b095]；9.09 新能源汽车工程[M-66d11ee8a4ac47d8]；10.10 复合材料与工程K586 兰州资源环境职业技术大学（公办）（甘[M-9484f4dfc7278f40],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-fc1a400fe1a672b8,STABLEGROUP-9f6f5ccfb1b1f9e3
K783,新疆政法学院,K78304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,6,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,2,-11,-18,237,left,1.14 计算机科学与技术[M-afc3f5b8721d308a]；2.15 网络工程[M-16fdc2ec93777d02]；3.16 智能科学与技术[M-afa871150bb8147d]；4.17 统计学[M-765fffeb9c720a72]；5.18 网络空间安全[M-38dd5fc4717d4bcd]；6.19 数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）[M-f602cd43b2b8e0f6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-d6fbe6fc85f12021,STABLEGROUP-836a0c8f778e44fc
C139,荆楚理工学院,C13911,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,5,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,1,-2,-2,80,left,1.53 智能科学与技术（面向荆门）[M-f339fc1e3460b431]；2.54 新能源科学与工程（面向荆门）[M-176f5a10e4b34564]；3.55 新能源材料与器件（面向荆门）[M-d4c16b99fe07339e]；4.56 化学工程与工艺（面向荆门）[M-9a1fd1e7863fba3c]；5.57 计算机科学与技术（面向荆门）C150 武汉商学院（公办）（湖北）[M-573f44f0e08cb7f2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-55fc9f1f7dc2b7d3,STABLEGROUP-af9be9eafde40f72
F192,廊坊师范学院,F19202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,101,right,1.05 学前教育（师范类；办学地点：廊坊校[M-27660ebcc50bac90]；2.06 新闻学（办学地点：廊坊校区）[M-d73bee87d264c211]；3.07 历史学（师范类；办学地点：廊坊校区）[M-499d72dd2f774902]；4.08 会计学（办学地点：空港校区）XGAAI专业组及专业[M-7110a2c5f3beaddb],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e63fb5861f1dcee2,STABLEGROUP-6c3c37b649661f52
F192,廊坊师范学院,F19203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-2,-18,102,left,1.09 化学（师范类：办学地点：廊坊校区）[M-9be2ed885e527950]；2.10 生物科学类（生物科学（师范炎）、生物技术：办学地点：廊坊校区）F193 𧗽水学院（公办）（河北）[M-80bf00091127f8bb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-45c66c099b17d08b,STABLEGROUP-66de11aaf6047a69
F193,衡水学院,F19305,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,0,2,0,0,4,4,V1-偏好专业优先线索,true,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-17,-17,102,left,1.05 化学（师范类：不招色盲色弱考生；办学地点：桃城校区）[M-7bfa2e81186e83ca]；2.06 应用化学（不招色盲色弱考生；办学地点：桃城校区）[M-8d01db623164d186]；3.07 生物科学（师范类；不招色盲色弱考[M-48f93db02e1eb072]；4.08 食品质量与安全（不招色盲色弱考生；办学地点：桃城校区）[M-32eac7bc971a586c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-a7c6c4e1ad39e38e,STABLEGROUP-6ee5a0704ac203c4
F200,河北科技师范学院,F20002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,2,-12,-13,103,right,1.05 应用化学（在昌黎校区就读）[M-99575750ffafb866]；2.06 机械设计制造及其自动化（在开发区校区就读）[M-086570ca562efb86]；3.07 物联网工程（在秦皇岛校区就读）[M-836b3b780c62ef3a]；4.08 数据科学与大数据技术（在秦皇岛校区就读）F201 唐山学院（公办）（河北）[M-27f14ebdf0689e15],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-42d45c1d1231f2a1,STABLEGROUP-daa43f08ff740636
F304,运城学院,F30401,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,0,2,0,0,0,2,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,3,-3,-19,109,left,1.01 物理学（师范类）[M-dea0fe6aedcc1e6b]；2.02 化学（师范类）F305忻州师范学院（公办）（山西）[M-1193f8419b79ef3c],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-380f4637413eb066,STABLEGROUP-89102cc4fa7052e8
F348,山西电子科技学院,F34801,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,5,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,1,-10,-10,110,right,1.01 光电信息科学与工程[M-381098630fbe1e02]；2.02 网络工程[M-4432e298a79ae782]；3.03 智能科学与技术[M-356b1d073877b505]；4.04 机械电子工程[M-5b8f82e8dff108c9]；5.05 电子封装技术F350 山西科技学院（公办）（山西）[M-aff67a155554bee3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-cfaf086a447f3635,STABLEGROUP-1202061c0c3455ab
F591,长春师范大学,F59103,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,0,2,0,0,1,3,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,1,-8,-8,121,right,1.08 机械设计制造及其自动化（办学地点：[M-86262c9b0752d4a3]；2.09 化学（师范类；不招色盲色弱；办学地[M-53f1d25a8d1fb048]；3.10 生物科学（师范类；办学地点：长吉校卫物理学（师范类；办学地点：长吉校区）[M-f1041769e2af21bc],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-1a9760fa8b21a464,STABLEGROUP-f60b710351ae0993
H231,龙岩学院,H23102,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,0,2,0,0,2,6,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,2,-15,-15,149,left,1.03 数学与应用数学（师范类）[M-388fb269e3142e17]；2.04 电子信息工程[M-270e3fa9ec5c20e0]；3.05 物理学（师范类）[M-c2520bf3454744ea]；4.06 应用化学（轻度色觉异常（色弱）不能录取）[M-688ef7b3c1186b38]；5.07 地球信息科学与技术（轻度色觉异常•Z[M-3226d354b09f41b9]；6.GA ◎A完校专业組代号【色弱）不能录取）[M-f1f3bcbe37afb0c1],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-a27c1c9e6b8226fa,STABLEGROUP-240202d2af7950b3
H326,萍乡学院,H32602,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,1,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,2,-3,-11,159,right,1.03 机械设计制造及其自动化[M-af869322a7df0ca1]；2.04 机器人工程[M-dd97e3fbade8493d]；3.05 智能科学与技术[M-9166242e6b7b500c]；4.06 环境科学与工程H327 江西科技师范大学（公办）（江西）[M-7456fc8621e6c2ca],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-f21ad57f496d2c62,STABLEGROUP-c60c28de6abe2abd
H375,赣东学院,H37503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,7,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,1,-2,-2,161,right,1.05 测绘工程（（1）肢体残疾（不维续恶化）；（2）任何一眼矫正到4.8镜片度数大于800度的.符合以上两种情形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专[M-2bb57c82fb587d20]；2.06 计算机科学与技术[M-43bf5cf25f7eb2ec]；3.07 通信工程[M-ccbd2b6f5cb0ad25]；4.08 物联网工程[M-7235d1fd71aad297]；5.09 自动化[M-0d05ce8806bff055]；6.10 智能制造工程[M-f00bf6d96ccb7d42]；7.11 新能源汽车工程H376 南昌航空大学科技学院（独立）（江西）[M-e981c977aa110240],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-f7587aa41609d259,STABLEGROUP-51bb559926232c99
H557,周口师范学院,H55704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,0,2,0,0,0,5,V1-偏好专业优先线索,true,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-17,175,left,1.09 电气工程及其自动化[M-6c654ccb2b8a97af]；2.10 光电信息科学与工程[M-3db08f198eb40afc]；3.14 物理学（师范类）[M-0e5db24af9603675]；4.15 植物科学与技术[M-e1928de0aa177544]；5.16 通信工程H558安阳师范学院（公办）（河南）[M-b7938a732605a921],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e18eaac79df7f7f8,STABLEGROUP-d4e260f8623f3d81
