第一轮候选ID,第一轮层级,建议梯度,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,专业组出现ID
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,6,45,智能制造工程,,,88,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-cc9c89dee9f37ca3,G-878c4f8ce339e4d2
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,7,46,飞行器制造工程,,,70,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-433634f80bb2098a,G-878c4f8ce339e4d2
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,8,47,机器人工程,,,64,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-8f3f453dc737b2a7,G-878c4f8ce339e4d2
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,9,48,智能科学与技术,计算机类相关,,54,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-4cddd7554ed83233,G-878c4f8ce339e4d2
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,10,49,物联网工程,计算机类相关,,55,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-50dbc50b22ddfbd4,G-878c4f8ce339e4d2
R1GROUP-2658cfbd7bc61d23,S1-保底稳妥优先讨论,稳妥观察,C139,荆楚理工学院,C13908,11,50,计算机科学与技术,计算机类相关,,94,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,80,left,M-3ddd7a7cc394dafd,G-878c4f8ce339e4d2
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,1,55,物理学（师范类）,师范类相关,,60,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-633c5aae1dbde8f6,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,2,56,电子信息工程,,,78,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-776783aa034110d1,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,3,57,光电信息科学与工程,,,47,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-99af103dab855547,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,4,58,机械设计制造及其自动化,,,68,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-cec52f51bbbe805b,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,5,59,机器人工程,,,21,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-f95faa393e6a7c8f,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,6,60,电气工程及其自动化,,,126,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-8e2ceee38fe735ff,G-34a92ea063b4d7fa
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,C118,黄冈师范学院,C11811,7,61,飞行器制造工程,,,44,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-ba0ab31d8f908c5b,G-34a92ea063b4d7fa
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,1,01,自动化（师范类）,师范类相关,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-900914afc9e7a27b,G-f1718d0e8d4cccfc
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,2,03,无人驾驶航空器系统工程（师范类）,师范类相关,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-cb6cec6fe1d2f2a9,G-f1718d0e8d4cccfc
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,3,04,新能源汽车工程（师范炎）,师范类相关,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-7816ea9556c46bef,G-f1718d0e8d4cccfc
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,4,05,交通运输（师范类）,师范类相关,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-9a8ca8255e44758c,G-f1718d0e8d4cccfc
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,5,06,数学与应用数学（师范类）,师范类相关,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-a7f1dd30a5332dc5,G-f1718d0e8d4cccfc
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,F098,天津职业技术师范大学,F09801,6,07,电子科学与技术F099 天津外国语大学（公办）（天津）,,,,5400,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,96,left,M-387a5eea5ad975f6,G-f1718d0e8d4cccfc
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,K362,楚雄师范学院,K36203,1,05,数学与应用数学（师范类）,师范类相关,化学,,4,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-672d4ef9450e4096,G-3adf7959372a709c
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,K362,楚雄师范学院,K36203,2,06,化学（师范类：色觉异常及不能准确识别颜色者不予录取）,师范类相关,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-2221fd5bbd62adee,G-3adf7959372a709c
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,K362,楚雄师范学院,K36203,3,07,葡萄与葡萄酒工程（身体条件要求详见学校招生章程）,,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-270b815604ba8a79,G-3adf7959372a709c
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,K362,楚雄师范学院,K36203,4,08,人工智能,计算机类相关,,,3,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-445e864efef6cd07,G-3adf7959372a709c
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,K362,楚雄师范学院,K36203,5,09,农学（作物遗传育种方向：色觉异常及不能准确识别颜色者不予录取）,,,,3,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-fb59cd3435e5f600,G-3adf7959372a709c
R1GROUP-2ecd535586251e5c,S2-稳冲优先讨论,稳冲观察,F589,吉林师范大学,F58904,1,05,物理学（师范类：办学地点：四平校区）,师范类相关,化学,2,5500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,121,left,M-3d80fd42e54c3fec,G-8341df5cf28553d7
R1GROUP-2ecd535586251e5c,S2-稳冲优先讨论,稳冲观察,F589,吉林师范大学,F58904,2,06,遥感科学与技术（办学地点：四平校,,,1,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,121,left,M-d8a6b9464f7c6964,G-8341df5cf28553d7
R1GROUP-3260b262a0339d91,S3-冲刺保留讨论,冲刺观察,H669,湘南学院,H66904,1,09,数学与应用数学（师范类；办学地点：王仙校区）10𠊿息与计算科学（办学地点：王仙校,师范类相关,化学,2,'4000,1,学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,181,left,M-34a252f6c0755bb0,G-0713bec522ad5ae6
R1GROUP-3260b262a0339d91,S3-冲刺保留讨论,冲刺观察,H669,湘南学院,H66904,2,11,新能源材料与器件（办学地点：王仙校,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,181,left,M-9fcb0d4fa9c55f3d,G-0713bec522ad5ae6
R1GROUP-3260b262a0339d91,S3-冲刺保留讨论,冲刺观察,H669,湘南学院,H66904,3,12,计算机科学与技术（办学地点：王仙校,计算机类相关,,2,5900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,181,left,M-c03dd8c12e71f017,G-0713bec522ad5ae6
R1GROUP-3260b262a0339d91,S3-冲刺保留讨论,冲刺观察,H669,湘南学院,H66904,4,13,智能制造工程（办学地点：王仙校区）H670衡阳师范学院（公办）（湖南）,师范类相关,,2,4800,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,181,left,M-86c2c7edd94d7f29,G-0713bec522ad5ae6
R1GROUP-36f1232f68863b15,S3-冲刺保留讨论,冲刺观察,K481,西安文理学院,K48103,1,03,软件工程（办学地点：高新校区）,计算机类相关,,,6000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-2a7997e8e43e3817,G-59cc65da1e42ff02
R1GROUP-36f1232f68863b15,S3-冲刺保留讨论,冲刺观察,K481,西安文理学院,K48103,2,04,物联网工程（办学地点：高新校区）,计算机类相关,,3,6000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-8bf22d5f318436d5,G-59cc65da1e42ff02
R1GROUP-36f1232f68863b15,S3-冲刺保留讨论,冲刺观察,K481,西安文理学院,K48103,3,05,电子信息工程（办学地点：高新校区）K482榆林大学（公办）（陕西）,,,3,6000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-373c8a620fb6359d,G-59cc65da1e42ff02
R1GROUP-3824ca28164dd34c,S2-稳冲优先讨论,稳冲观察,F386,内蒙古工业大学,F38603,1,03,计算机科学与技术（办学地点：金川校,计算机类相关,,4,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,111,right,M-f160745e4ac48b85,G-65ebf80b76a3cd35
R1GROUP-3824ca28164dd34c,S2-稳冲优先讨论,稳冲观察,F386,内蒙古工业大学,F38603,2,04,人工智能（办学地点：金川校区）,计算机类相关,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,111,right,M-9da4ff3d1856b4a8,G-65ebf80b76a3cd35
R1GROUP-39cb07af593fe850,S1-保底稳妥优先讨论,稳妥观察,F192,廊坊师范学院,F19202,1,05,学前教育（师范类；办学地点：廊坊校,师范类相关,,,4600,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-27660ebcc50bac90,G-e63fb5861f1dcee2
R1GROUP-39cb07af593fe850,S1-保底稳妥优先讨论,稳妥观察,F192,廊坊师范学院,F19202,2,06,新闻学（办学地点：廊坊校区）,,,2,4600,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-d73bee87d264c211,G-e63fb5861f1dcee2
R1GROUP-39cb07af593fe850,S1-保底稳妥优先讨论,稳妥观察,F192,廊坊师范学院,F19202,3,07,历史学（师范类；办学地点：廊坊校区）,师范类相关,,2,4600,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-499d72dd2f774902,G-e63fb5861f1dcee2
R1GROUP-39cb07af593fe850,S1-保底稳妥优先讨论,稳妥观察,F192,廊坊师范学院,F19202,4,08,会计学（办学地点：空港校区）XGAAI专业组及专业,,,2,5060,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,101,right,M-7110a2c5f3beaddb,G-e63fb5861f1dcee2
R1GROUP-3f3a1292b208efeb,S1-保底稳妥优先讨论,保底观察,T754,广西职业师范学院,T75403,1,05,人工智能（办学地点：罗文校区）,计算机类相关,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,239,left,M-bec31edb1407e8e0,G-96da9142c54b636e
R1GROUP-3f3a1292b208efeb,S1-保底稳妥优先讨论,保底观察,T754,广西职业师范学院,T75403,2,06,应用电子技术教育（师范类；办学地T861 重庆工业职业技术大学（公办）（重庆）,师范类相关,,,4595,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,239,left,M-76d7f7ab65bd3bb7,G-96da9142c54b636e
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,1,11,数学与应用数学（师范类；办学地点：,师范类相关,,2,5460,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-57054f89d2f5b83f,G-f89fb379db82f5fa
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,2,12,智慧农业（办学地点：江滨校区）,,,4,5040,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-15813a3d09dbc41c,G-f89fb379db82f5fa
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,3,13,物理学（师范类；办学地点：圆山校区）,师范类相关,,3,5040,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-5225a9ee68ed896d,G-f89fb379db82f5fa
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,4,14,电气工程及其自动化（办学地点：圆山,,,3,5460,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-07c1291dd18a0add,G-f89fb379db82f5fa
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,5,15,电子信息工程（办学地点：圆山校区）,,,3,5460,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-bda5a31c723aa8b8,G-f89fb379db82f5fa
R1GROUP-40973ab4960c1374,S4-城市或历史待补观察,历史待补,H228,闽南师范大学,H22807,6,16,人工智能（办学地点：圆山校区）,计算机类相关,,4,5460,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,149,left,M-5f6343ed3bec9803,G-f89fb379db82f5fa
