Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-392ca0eb0441b415,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,6,15,机械设计制造及其自动化（办学地点：解放路校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-a6af8ec1a245260a
R4FOCUSMAJOR-743503362b3ce1b0,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,7,16,机械电子工程（办学地点：解放路校,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-12b5da2492cb1299
R4FOCUSMAJOR-12008924fabaca93,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,8,17,机器人工程（办学地点：解放路校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-085e00cc78e0a600
R4FOCUSMAJOR-a7550cd960f4f3c8,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,9,18,人工智能（办学地点：解放路校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-934399f2aef81da5
R4FOCUSMAJOR-552ffa36d7beec5f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,10,19,计算机科学与技术（办学地点：解放路校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-1565ac475964e78f
R4FOCUSMAJOR-8542cdb2b4221cab,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,3,R4GROUP-9948d103a09dc6ad,G-d7999ebd3ca3839c,伊犁哈萨克自治州,稳妥观察,K754,伊犁师范大学,K75403,11,20,网络工程（办学地点：解放路校区）,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,235,right,M-548cfb291f3c4ff1
R4FOCUSMAJOR-5f36f487f1c2782e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,1,06,电气工程及其自动化（办学地点：湖西校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,化学,,5940,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-e7fe36d5532b09d9
R4FOCUSMAJOR-16d2e1ee18940de9,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,2,07,电子信息工程（办学地点：湖西校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-bd89c44dc46ddb80
R4FOCUSMAJOR-30ef89305a4ad472,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,3,08,智能电网信息工程（办学地点：湖西校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-7824ce19c5a3190d
R4FOCUSMAJOR-0cbbf7e67f868063,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,4,09,百动化（办学地点：湖西校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,5,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-291b64b58ed16469
R4FOCUSMAJOR-13e154e20b2d61ed,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,5,10,土木工程（办学地点：湖西校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-d7c4664e3badd902
R4FOCUSMAJOR-859b400a6b911448,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,6,11,焊接技术与工程（办学地点：湖西校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-df1c41a4675ca522
R4FOCUSMAJOR-e83a6c7c4a235368,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,7,12,机械设计制造及其自动化（办学地点：湖西校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-c4c3adaee7930156
R4FOCUSMAJOR-9eda4c57642a5bda,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,8,13,机器人工程（办学地点：湖西校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-533b08b51bfd50a9
R4FOCUSMAJOR-bc60aafa0bd4acd0,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,9,14,给排水科学与工程（办学地点：湖西校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-530bbeaf6f1ca639
R4FOCUSMAJOR-3a2e8e255152585d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,10,15,水利水电工程（办学地点：湖西校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-c12f2fc2a28858fa
R4FOCUSMAJOR-cca6920999f3d69d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,11,16,建筑电气与智能化（办学地点：湖西校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-032756ac8d801ba4
R4FOCUSMAJOR-023e3196078d512d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,4,R4GROUP-7895dad618982745,G-82c00bbc0942940e,长春市,稳妥观察,F597,长春工程学院,F59704,12,17,能源与动力工程（办学地点：湖西校,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,6,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,122,left,M-f3078007b0254728
