第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-10b522d8db8bc7db,专项,S2-农业/环境专项了解,历史待补,字段缺口待核,,false,F117,安徽工业大学,F11702,26,31,智能建造（办学地点：秀山校区）H118 安徹理工大学（公办）（安徽）,,待了解-未命中当前偏好方向,,,2,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,144,left,M-602c0e6e49e32f7d,G-c5ce24d41d1f9e63
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,调剂接受度待判断,,false,F467,辽宁工程技术大学,F46701,1,01,地质工程（办学地点：阜新校区中华路校园）,,待了解-未命中当前偏好方向,,化学,2,5200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-7632eaffe34ad08a,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,F467,辽宁工程技术大学,F46701,2,02,机械设计制造及其自动化（办学地点：阜新校区玉龙校园）,,待了解-未命中当前偏好方向,,,4,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-a6edb07a4f71c7ed,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,F467,辽宁工程技术大学,F46701,3,03,賀能制造工程（办学地点：阜新校区玉龙校园）,,待了解-未命中当前偏好方向,,,2,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-f62101aa6077bd62,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,F467,辽宁工程技术大学,F46701,4,04,城市地下空间工程（办学地点：阜新校区玉龙校园）,,待了解-未命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-794c5d472350c6df,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,F467,辽宁工程技术大学,F46701,5,05,电气工程及其自动化（办学地点：葫芦岛校区龙湾校园）,,待了解-未命中当前偏好方向,,,3,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-9f1425d4bee6c77e,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,F467,辽宁工程技术大学,F46701,6,06,直动化（办学地点：葫芦岛校区龙湾校,,待了解-未命中当前偏好方向,,,2,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-d60247c0893e2801,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,F467,辽宁工程技术大学,F46701,7,07,智能电网信息工程（办学地点：葫芦岛校区龙湾校园）,,待了解-未命中当前偏好方向,,,2,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-7451e8a7d855c85e,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,F467,辽宁工程技术大学,F46701,8,08,机器人工程（办学地点：葫芦岛校区龙,,待了解-未命中当前偏好方向,,,2,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-904e357f2f592598,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,F467,辽宁工程技术大学,F46701,9,09,电子科学与技术（办学地点：葫芦岛校区龙湾校园）,,待了解-未命中当前偏好方向,,,2,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-3c09cf42989c36a3,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,可了解-环境,环境工程科学,false,F467,辽宁工程技术大学,F46701,10,10,环境工程（轻度色觉异常（俗称色弱）的考生不能录取；办学地点：阜新校区,,暂缓判断-特殊限制待核,体检或色觉限制,,4,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-6c2ce5bfc2d84acf,G-34063814965fb104
R2GROUP-137044096ec40611,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F467,辽宁工程技术大学,F46701,11,11,数据科学与大数据技术（办学地点：葫芦岛校区龙湾校园）,计算机类相关,优先了解-命中当前偏好方向,,,2,5700,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,44,-39,113,right,M-e3dea73e4cac3d48,G-34063814965fb104
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,调剂接受度待判断,,false,F583,吉林建筑大学,F58303,1,08,土木工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,「化学,4,5940,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-f34b21de2cc968c3,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,2,09,工程力学（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-32d00ac3d83978a0,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,3,10,机械工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-60f656ef0d4092fd,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,4,1,城市地下空间工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-fe4e0dae3daf6265,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,5,12,给排水科学与工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-460936e59330df43,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,6,13,建筑环境与能源应用工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-9b02989029a6c4b5,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,可了解-环境,环境工程科学,false,F583,吉林建筑大学,F58303,7,14,环境工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-1a249820eb21546c,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,可了解-环境,环境工程科学,false,F583,吉林建筑大学,F58303,8,15,环境科学（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-8deefc2de69e8ab1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,9,16,高分子材料与工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-b998213e3ac0be75,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,10,17,道路桥梁与渡河工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-725c916a349b4f28,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,11,18,电气工程及其自动化（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-0ddb16c9a581b24f,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,12,19,自动化（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-78b994496d8f1619,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F583,吉林建筑大学,F58303,13,20,计算机科学与技术（办学地点：净月校,计算机类相关,优先了解-命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-ab6dbf173ff63796,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,14,21,建筑电气与智能化（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-b4ae23ef80dbcd14,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,F583,吉林建筑大学,F58303,15,22,地理空间信息工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-1f9485734fcb633c,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,16,23,地质工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-300adac4c2e34df1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,17,24,地理信息科学（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-2fd639d2b4c67241,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,18,25,安全工程（办学地点：净月校区）G◎◎ZXA院校专业组及专业代号,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-42250b01830484d1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,19,26,逼感科学与技术（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,120,left,M-90e9e94d5fb865f9,G-30d1416d72ea0545
R2GROUP-1ac09fc44ae9da75,专项,S2-农业/环境专项了解,历史待补,字段缺口待核,,false,H813,南昌航空大学,H81304,1,12,电子封装技术（南昌市前湖校区就读）,,待了解-未命中当前偏好方向,,,2,5220,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,153,right,M-9b7340aefd28b55a,G-7e8408f2ed829bda
