家庭专业决策明细ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭讨论排序,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID,家庭备注待填,公开填写边界,公开安全策略
P55-FAM-MAJOR-9280f6a74393db20,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,7,37,计算机科学与技术（师范类；办学地点：昆仑校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关；师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关；师范类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-09057fdfd946e6c2,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-1d414992676c4272,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,8,38,软件工程（办学地点：昆仑校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-03271fe251d222ae,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-8ae39ef19d5d3bc2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,9,39,数据科学与大数据技术（办学地点：昆仑校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-0999b17dae4b06d3,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-0d8fc3de8a00c8aa,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,10,40,逼感科学与技术（办学地点：温泉校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-601e8606c47063b1,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-f398e014492bbcaa,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,11,4,化学（师范类；办学地点：昆仑校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-4050c77bc07a1ae4,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-2d288ab81da25a1c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,12,42,化学工程与工艺（办学地点：昆仑校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-423d7417e05d5bac,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-d28a2bcd1ff1f1a2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,13,43,环境工程（办学地点：昆仑校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,可了解-环境,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-66047167e51d253e,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-3c4a2434dd618729,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,14,44,生物科学（师范类；办学地点：温泉校,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-b69ac4db4a5e575f,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-905d96f31eae52f4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,15,45,生物技术（办学地点：温泉校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-94ae0b8c8b8a1b81,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-6edb87f68aeace57,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,16,46,生物工程（办学地点：温泉校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-8f062f820bbb1eea,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-d9b290eb553abf48,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,3,K752,新疆师范大学,K75205,乌鲁木齐市,冲刺观察,17,47,食品安全与检测（办学地点：温泉校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-c8f3a67e757d06c6,R4GROUP-1df0d2da06affe66,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-19c67b417c5114d5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,4,C118,黄冈师范学院,C11810,黄冈市,冲刺观察,1,48,数学与应用数学（师范类）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：师范类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,73,right,M-f7f48a6b4950d6cc,R4GROUP-cfaa870fdbdcb77e,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
