W0B0高校源桥接ID,来源W0B0执行预填公开审计,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,桥接序号,W0B0执行预填明细公开审计ID,W0B0最小人工复核明细ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源仍需补源或解析,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,仍需补源或解析原因集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,下一步桥接动作,公开安全策略
W0B0SCHOOL-27a80234651328b8,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,67,W0B0EXEITEM-80e25a65b26a229e,W0B0MANITEM-8caa29a49e065ad9,FIRSTSCOPE-3061535b96c8d94e,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,K486,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,50,0,50,10,0,10,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-3f73a2b244782424,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,68,W0B0EXEITEM-20d4d420a69b1ad0,W0B0MANITEM-9493d5e1eb9fe0a3,FIRSTSCOPE-a870c7954cb5d0fd,FIRSTDETAIL-890f406b7b9b56e5,226-left,226,left,K485,专业名归属,专业名归属事实,第一闭环任务×专业名归属,学费；再选科目,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,2,2,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,16,12,0,12,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-0ab2dfac5f25b154,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,69,W0B0EXEITEM-7fb2d3c5b6ae05a1,W0B0MANITEM-8692d5308340ae11,FIRSTSCOPE-4d3f826a09ab178d,,169-right,169,right,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×10；N3-无稳定候选人工看图×10；N4-PDFOCR候选人工确认×1,,,true,false,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-9d5e33c5734f6327,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,70,W0B0EXEITEM-641480ae80392804,W0B0MANITEM-56968f7e1119fa2c,FIRSTSCOPE-62ccfce4b25095f3,FIRSTDETAIL-8991edc6731114ee,169-right,169,right,H450,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B1-已有结构化接入候选，可作为高校侧double check提示,true,false,5,5,1,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,PDF,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,240,0,120,40,25,5,10,PDF抽取CSV,existing_pdf_csv_adapter_needs_table_rule_patch,D0-PDF源冲突和未匹配优先,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把结构化接入候选接到本事实的私有核验材料；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-6a2336df9ccafa47,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,71,W0B0EXEITEM-52b31695325b9be3,W0B0MANITEM-c20078c9e0f8aeef,FIRSTSCOPE-44d036899a25b9d5,FIRSTDETAIL-8991edc6731114ee,169-right,169,right,H450,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B1-已有结构化接入候选，可作为高校侧double check提示,true,false,5,5,1,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,PDF,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,240,0,120,40,25,5,10,PDF抽取CSV,existing_pdf_csv_adapter_needs_table_rule_patch,D0-PDF源冲突和未匹配优先,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把结构化接入候选接到本事实的私有核验材料；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-9dbedb53ca9f9d52,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,72,W0B0EXEITEM-e012463563c88907,W0B0MANITEM-e40cf4d84ea5c53b,FIRSTSCOPE-961c7be64f24396e,FIRSTDETAIL-391717603ff99852,169-right,169,right,H450,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,5,5,1,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,PDF,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,240,0,120,40,25,5,10,PDF抽取CSV,existing_pdf_csv_adapter_needs_table_rule_patch,D0-PDF源冲突和未匹配优先,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-66c9b346ff4f415f,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,73,W0B0EXEITEM-306cf63b7838e48c,W0B0MANITEM-68c04fdfab40b2e3,FIRSTSCOPE-b4e239653f6071e2,,037-left,37,left,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×1；N3-无稳定候选人工看图×2；N4-PDFOCR候选人工确认×2,,,true,false,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-fa06e79b6596965e,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,74,W0B0EXEITEM-c69d7674b2b593fd,W0B0MANITEM-bdb4e7378b8654e0,FIRSTSCOPE-9305cdd26a137920,FIRSTDETAIL-a19646da8920400b,037-left,37,left,A135,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,96,40,12,28,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-248ac1c135890b15,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,75,W0B0EXEITEM-fd07995c8b0049d4,W0B0MANITEM-87a5af7bd506f635,FIRSTSCOPE-5aeca1ef4693b9c9,FIRSTDETAIL-a19646da8920400b,037-left,37,left,A135,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,96,40,12,28,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-2c0e778d7bb29cb7,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,76,W0B0EXEITEM-e170e3f008079577,W0B0MANITEM-72e4ed6483365010,FIRSTSCOPE-14ebf17b1d34aaf4,FIRSTDETAIL-a19646da8920400b,037-left,37,left,A135,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,96,40,12,28,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-917dc259788fdb27,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,77,W0B0EXEITEM-f1a279a7f75d37c5,W0B0MANITEM-5fa440160bdab1ee,FIRSTSCOPE-73d3cb85d749542e,FIRSTDETAIL-f6c5e0b8b2a20f9b,037-left,37,left,A135,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,96,40,12,28,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-0bbc561238adb51f,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,78,W0B0EXEITEM-a5e44b48b694adb1,W0B0MANITEM-bf75edc869af5be4,FIRSTSCOPE-51e614d707d040f7,FIRSTDETAIL-fd40ac2674b02354,037-left,37,left,A135,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,96,40,12,28,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-6ce76147a75248fa,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,79,W0B0EXEITEM-0f92dd83c44d254b,W0B0MANITEM-752a1877a0ce1a64,FIRSTSCOPE-1d195ff936c96af5,,056-left,56,left,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×6；N2-机器坐标辅助核PDF原页×5；N3-无稳定候选人工看图×3；N4-PDFOCR候选人工确认×1,,,true,true,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-b5be389968fd45a6,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,80,W0B0EXEITEM-744dfccd86ff1e33,W0B0MANITEM-943349779bba8302,FIRSTSCOPE-26dbc08ec647054c,FIRSTDETAIL-3fddffa420d16af2,056-left,56,left,A195,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,false,B1-已有结构化接入候选，可作为高校侧double check提示,true,false,3,3,1,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON；公开来源待判定,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,168,126,0,126,0,API/JSON,existing_json_adapter_needs_schema_check,D1-已有JSON源，优先生成补缺或冲突diff,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把结构化接入候选接到本事实的私有核验材料；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
