第一闭环事实核验包明细ID,第一闭环事实核验包ID,来源第一闭环事实范围缺口账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内事实序号,核验包序号,核验波次,核验泳道,第一闭环事实范围缺口公开账本ID,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
FIRSTFACTITEM-f9f01e0c0f57dd8f,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-49c68bfa70be3bbe,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-a54f685382d6b1c6,FIRSTFACT-c544e9b949fc7794,FIRSTNEXT-9873f865330ed395,FIRSTEVID-b51f9bb784e78040,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,78dd001bc9f7c2e94d6775899b781e8b7ea044f569f61e0fccee605433f2afe9,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-fd01d48d51ab2ae5,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-7bd0e1129369f4c6,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-93e1c6f08abff549,FIRSTFACT-4fab93fc4e1d210d,FIRSTNEXT-e2dd0d440a8cb232,FIRSTEVID-4664530231ae0ea1,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3ba80ae8d1c8299839dfb9c1849fee27d7ea20566e8c9c01482616d65b19bae1,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-b79468cf949cec99,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-8aaded492b996a3f,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-393dba8354b77b5e,FIRSTFACT-3e2e6b8ef1e6ce58,FIRSTNEXT-043a03c5c6a87544,FIRSTEVID-4edb65f15e1010da,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,25ef29c5a44836167ed691817db74bfa03458073a8a055a83dd77aca2551d91e,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-6fcbc55cafea1049,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,7,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-bca01ea43e0a6dc0,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-93e1c6f08abff549,FIRSTFACT-3b2a2be68b8dbd72,FIRSTNEXT-e2dd0d440a8cb232,FIRSTEVID-4664530231ae0ea1,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,081cce8ce3db38f30d1c420f6264d2e5f94e99a720a02e9b2f18106277ad55c8,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-b301aa1f41356925,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,8,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-fba377634987d37a,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-a54f685382d6b1c6,FIRSTFACT-cddda2e25089d237,FIRSTNEXT-9873f865330ed395,FIRSTEVID-b51f9bb784e78040,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,ddbe7d2a1ecc31badc572edd97e84159a8acf8fdb75ca0d38416f05946b51b06,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-8f635a4b2589bd3f,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,9,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-1ced7154f176f51e,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-93e1c6f08abff549,FIRSTFACT-1202e21cc7042e5f,FIRSTNEXT-e2dd0d440a8cb232,FIRSTEVID-4664530231ae0ea1,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-428c631bc321e966,G-37268c0379be16ef,H945,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,abccc15940f6abb0e7e9bd6020550f3b561c4fbf2c39d10dcf08fe4b6b0f53bc,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-978c92103441216f,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,10,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-a5ff732e2aa5fe22,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-393dba8354b77b5e,FIRSTFACT-bc024cb5a14f1c31,FIRSTNEXT-043a03c5c6a87544,FIRSTEVID-4edb65f15e1010da,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,0572e9f0722e6f27d7fddf037be9638edbe3ea39e9e85a9548318c0896b3a141,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-3c8e2b50a6652734,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,11,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-dd75500b48f35225,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-a54f685382d6b1c6,FIRSTFACT-7dcc19d9d7875933,FIRSTNEXT-9873f865330ed395,FIRSTEVID-b51f9bb784e78040,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,998397cbd84923da0fc43f799b49aa94d7befcf2f0e893406ce985617f74a17c,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-8c636a34398cecf2,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,12,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-e114329f43fc71d0,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-f035ffd6c61f373e,FIRSTFACT-d5b7fe6b2be7754d,FIRSTNEXT-bad53c955545e5e4,FIRSTEVID-3b7a3338be32a792,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-68b3c87f68237d40,G-37268c0379be16ef,H945,P0人工字段任务,学费,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,ff4888c9c575368a6e814a516ca64178c5327f60c6d3eeb92f6a7cffc3891a3c,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-a96d157bf05a9dba,FIRSTFACTPKT-a8595b3479f39c4a,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,13,3,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-dbe137904a428cd8,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b0445279f2648fcb,FIRSTFACT-ca68a32cc87dcb6f,FIRSTNEXT-cd2cba66533498fd,FIRSTEVID-1db647a4439196ec,FIRSTPAGE-97ab0abc16a6bf85,199,left,199-left,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H945,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3c5e7cb61f09975330e77c74635e0184906a345ee5d2f7c5c7024a7a74089c9f,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-f995e81d72551e37,FIRSTFACTPKT-e2d200cdee3c5432,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,4,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-72031ccb0b5073bc,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-ff3b9d7ceecbddf8,,FIRSTNEXT-4617298e423d12a9,FIRSTEVID-98bdf817a3f638a8,FIRSTPAGE-e942d34407576c0d,209,right,209-right,M-946c01fc445f6eb2,G-e377a7e078e92213,K153,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,B0-PDFOCR与高校辅证冲突,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,4ba8e2a29889225ba42dee6cc6b812c47b30c5f421352bb518073aae9eb539c7,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-74847317159d36b9,FIRSTFACTPKT-e2d200cdee3c5432,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,4,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-b6d145a5dfb7e607,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-321c7d17dc30653c,,FIRSTNEXT-446c41227bd1d6be,FIRSTEVID-5f4a96aa879afa54,FIRSTPAGE-e942d34407576c0d,209,right,209-right,M-912162e2ec586cf5,G-e377a7e078e92213,K153,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,B0-PDFOCR与高校辅证冲突,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7fd0a9e8e6a028df518aa3b75e2acdc4289620d06bd4df53d3bba6104231ce31,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-563b2b85e390fe24,FIRSTFACTPKT-e2d200cdee3c5432,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,3,4,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-9e787463b284ab66,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-b23680d0e33b54fd,,FIRSTNEXT-d7cbfe61eb301e8f,FIRSTEVID-d45ede5166823d36,FIRSTPAGE-e942d34407576c0d,209,right,209-right,M-026664ca0517a54d,G-e377a7e078e92213,K153,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,B0-PDFOCR与高校辅证冲突,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3ad20f19c63c9c428a3694b86dfde56a3b3a66124c397af07cce81e5b51bfbcf,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-5076e0b8703fa822,FIRSTFACTPKT-e2d200cdee3c5432,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,4,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-7246aa9f78bc2beb,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-e942d34407576c0d,209,right,209-right,,,,,,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×4；N4-PDFOCR候选人工确认×3；N5-多源一致仍待湖北官方侧×4,B0-PDFOCR与高校辅证冲突,G2-专业组边界待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,45be7e3a1c16b494ac2cb405961049e0dd51bb26c399627e1eef925ee27ea198,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-fdf44ec031012376,FIRSTFACTPKT-e2d200cdee3c5432,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,4,W0-B0冲突优先,先双人核PDF原页冲突，再核湖北官方侧和高校辅证差异。,FIRSTSCOPE-506e3102ec1b2df3,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-1c3252c859c2d2ea,FIRSTFACT-46936b86730c7aca,FIRSTNEXT-114afe1cd1faed07,FIRSTEVID-1244e106c5648811,FIRSTPAGE-e942d34407576c0d,209,right,209-right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7d9bb7e5d3aff8a53ba9c4e5bc5458d226dbbab518c2455bc46a5640be2b3209,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
