来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组出现ID,来源页码,私有页图证据编号,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,专业计划数是否纯数字,学费OCR候选,学费OCR数字候选,学费是否纯数字,专业偏好方向,专业风险类型,专业字段完整性标记,专业行结构异常数,专业行高严重结构异常数,逐专业复核优先级,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,PDF专业代号确认值,PDF专业名称确认值,PDF计划数确认值,PDF学费确认值,PDF选科确认值,湖北官方系统确认值,高校官网章程确认值,家庭接受度人工结论,调剂影响人工结论,私有证据编号,字段核验状态,是否阻断组升级,可进入最终专业列表,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-c31efc40267999ba,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,9,54,制药工程,,80,是,4000,4000,是,,医学/护理等排除方向,missing_subject_candidate,0,0,P0-逐专业必须核页,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_subject_candidate,若服从调剂可能形成不能接受风险,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-86fa06a2e72d7992,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,10,55,生物信息学,,80,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-54aacbb769fce57c,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,11,56,动物科学,,51,是,3000,3000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-99f8bdf9fcc9e55d,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,12,57,动物药学,,24,是,3000,3000,是,,医学/护理等排除方向,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,若服从调剂可能形成不能接受风险,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-05ab733fb792c83d,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,13,58,水产养殖学,,31,是,3000,3000,是,,,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8ea5b2d7df9eb879,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,14,59,应用生物科学,,35,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-cfa70710f7a071d4,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,15,60,护理学,,50,是,4000,4000,是,,医学/护理等排除方向,missing_subject_candidate,0,0,P0-逐专业必须核页,默认不能接受-医学护理等排除方向,医学/护理等明确排除方向；字段待核:missing_subject_candidate,若服从调剂可能形成不能接受风险,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2b56fd52035e1d93,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,16,61,环境工程,,49,是,4000,4000,是,,,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-bac1b90c1360df24,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,17,62,包装工程,,40,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-d100528a95bc66e9,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,18,63,士木类（含土木工程、智能建造专业）,,80,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-75140e2792946fa0,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,19,64,机器人工程,,55,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e2e93b949aa9d69a,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,20,65,动物科学（伴侣动物方向）,,26,是,3000,3000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-cd7d1064d8a52075,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,G-c0a59815d1448be1,74,page-074,candidate_v2_review_seed,candidate_v2_major_review_seed,,21,66,饲料工程,,22,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-5a6b7ce44721d53c,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,21,零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）,不限,9,是,5200,5200,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7dbb528e5ee9a441,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,22,零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）,,8,是,5200,5200,是,,,missing_subject_candidate;low_ocr_confidence,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate;low_ocr_confidence；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-053cfff35c10b1fe,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,,66,是,4000,4000,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,字段待核:missing_subject_candidate,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8870104b65dcf9dc,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,4,24,数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）,,63,是,4000,4000,是,,,missing_subject_candidate,1,1,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate；专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2392403b9140dc1d,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,5,25,经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）,,10,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-b6e91c20e8ca341a,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,6,26,南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）,,19,是,5200,5200,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-65c36c107eb400f6,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,G-43eaec6deac85123,80,page-080,candidate_v2_review_seed,candidate_v2_major_review_seed,,7,27,经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）,,61,是,4000,4000,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,字段待核:missing_subject_candidate,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
