事实准出任务汇总ID,来源事实准出门禁账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,核验动作层级,第一闭环页列优先级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,事实准出状态分布,事实准出阻断等级分布,事实类型分布,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,可进入私有写回评审事实数,事实集合SHA16,任务准出动作,公开安全策略
FCFACTRESTASK-eefaecd998a74b0c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,22,FIRSTDETAIL-1e13c2dc5bcd6811,FIRSTRESULT-b80693495b8a655d,FIRSTEVID-5792a563a944e31e,FIRSTNEXT-759fd5ae598b40c0,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,Q0-冲突页列第一批先核,2,2,0,0,blocked_b0_companion_pdf_hubei×2,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,0,2,0,e6102dc348b504fe,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-d301eaaeebb9b6e6,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,23,FIRSTDETAIL-1e9409107b74d4f5,FIRSTRESULT-03aa03dda19fe430,FIRSTEVID-8eb230d613fba1b0,FIRSTNEXT-67d56e625057ad75,FIRSTPAGE-71c8a1c59d84716c,036-right,36,right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-再选科目×1；字段事实-学费×1,3,3,0,0,0,3,0,6c135cd1dc8765b0,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-5e50b8799025c720,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,24,FIRSTDETAIL-1ee8dfd8190933ae,FIRSTRESULT-abbbb219b66e7054,FIRSTEVID-856ec7c9e103ea8d,FIRSTNEXT-c134d40ce4c46786,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N0-先双人核PDF原页冲突,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,f0d7b39ef5022c76,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-2cb52f6385395d7c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,25,FIRSTDETAIL-201082e10e934fd6,FIRSTRESULT-9ee17e5448ed6274,FIRSTEVID-978d2bdb74e920cf,FIRSTNEXT-00698a8588577cca,FIRSTPAGE-0f2775b71610686e,194-left,194,left,M-41f9a26d1cfcd633,G-40e8e2649ba8d3a6,H857,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,76159f1031e0d18e,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-efc52d4c344f3e5a,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,26,FIRSTDETAIL-202127380ebfe86a,FIRSTRESULT-dd359c51980ad4d0,FIRSTEVID-c73dc66134b4ce8f,FIRSTNEXT-16547bc2e7189a71,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F902,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,2,2,0,0,blocked_w0_b0_core_pdf_hubei×2,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,2,2,0,25f97a1eb7b5a7fe,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-ee5d6668e6b8875e,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,27,FIRSTDETAIL-2038c10c7b1108c6,FIRSTRESULT-b624e659044f63e8,FIRSTEVID-25f853b1409c7545,FIRSTNEXT-73e1714691afe9a9,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,db2010c4ee46b121,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8e259a27045e4cdc,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,28,FIRSTDETAIL-20a379c5af2a6ec2,FIRSTRESULT-e85b0ce695cc1354,FIRSTEVID-0f5aa2f3ac6b51cd,FIRSTNEXT-478c602788617e9a,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-1501281b42200eee,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,2653e315426fdc8f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-cd7e0d722ae41663,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,29,FIRSTDETAIL-221bcc4dcd21e125,FIRSTRESULT-46ed4c03aaa11a72,FIRSTEVID-34fd9547ba0494c8,FIRSTNEXT-58031fc97d2bff18,FIRSTPAGE-f58ca9d1af902d1a,037-left,37,left,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,再选科目,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-再选科目×1,1,1,0,1,1,1,0,04e5680a8bc1854f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-d46f8650a8eecc53,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,30,FIRSTDETAIL-22bc0ea3bfe8651a,FIRSTRESULT-eb2e9f870d027b74,FIRSTEVID-c78c39251275907b,FIRSTNEXT-e5353747308fa365,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-a83566d233468121,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,f2ee951115df0702,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-30849873ee67dc9a,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,31,FIRSTDETAIL-23e2812045bd9473,FIRSTRESULT-8938cda0211ea0ae,FIRSTEVID-70c870dc6d64047d,FIRSTNEXT-dfcdf3cf693e9a74,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b26306df48aeae35,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,ec1d1244379e0557,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-be5a16203a00e53f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,32,FIRSTDETAIL-26a4a2d46176a22b,FIRSTRESULT-85439c561f28d52f,FIRSTEVID-bcf42a1aafb1d18f,FIRSTNEXT-75aff2e172f23f79,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,4c05defe33ecc6c4,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-5a8fa8e89d736de9,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-27b2b164f7a898c0,FIRSTRESULT-9b51753f61cfdf2c,FIRSTEVID-34464d524e89e3ed,FIRSTNEXT-c4463f6f12247e86,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,Q0-冲突页列第一批先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,964a5483b9d1824f,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-c6c96defa300f29c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,34,FIRSTDETAIL-2805b5347b8e40ae,FIRSTRESULT-041482b41d6fb560,FIRSTEVID-903c65941366e18b,FIRSTNEXT-ee7a6543df37ae1e,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,Q0-冲突页列第一批先核,2,2,0,0,blocked_b0_companion_pdf_hubei×2,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,0,2,0,bed508574a1e0f42,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8f08eab4521480e4,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,35,FIRSTDETAIL-28da3744d1bbd3b1,FIRSTRESULT-b4e6efe55d1d20da,FIRSTEVID-969d2aacf582987f,FIRSTNEXT-dd3935e1aa37e2f1,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,2,2,0,0,blocked_w0_b0_core_pdf_hubei×2,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,2,2,0,26d5deb5bf22c6c9,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-2f416fd9230c8238,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,36,FIRSTDETAIL-29fccc884dede6ea,FIRSTRESULT-2ca69de390c7c65c,FIRSTEVID-6117eafff948010a,FIRSTNEXT-5b66e420d186d5a4,FIRSTPAGE-65f75a1a3c92b9b3,070-left,70,left,M-6f45e0358062a335,G-06d6761ecafe9d62,C108,再选科目,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,Q0-冲突页列第一批先核,2,1,1,0,blocked_regular_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,0,2,0,9bfb296bed104337,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-581e4ed777048bb1,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,37,FIRSTDETAIL-2a1312b99fd1acf8,FIRSTRESULT-7acbc032cba462e9,FIRSTEVID-7af05ff22bdbace3,FIRSTNEXT-a5398c824134fb5c,FIRSTPAGE-db5ce399a7fd30e8,228-left,228,left,M-cede91c23834594c,G-eb361e46dcd7452e,K541,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-专业计划数×1,1,1,0,0,1,1,0,40b016477649fab0,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-ec180e2b57995ad7,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,38,FIRSTDETAIL-2bedee7b9c7f7990,FIRSTRESULT-77fdcbc1b5233d17,FIRSTEVID-f60e7c078862cd82,FIRSTNEXT-456f37072074e9c2,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,0b908edb9f0bcffe,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
