高校官网辅证机会ID,来源高校侧辅证刷新公开账本,来源B0B1官方源缺口优先表,来源C4C6高校源刷新执行包,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网补源种子表,来源湖北官方公开入口活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行建议序号,机会优先级,机会类型,自动收益分,院校代码,院校名称OCR,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源文件类型集合,公开来源文件数量,公开来源URL数量,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,B0B1缺口优先级,B0B1缺口类型,B0B1逐专业核验任务数,C4C6执行包数量,C4C6执行泳道集合,C4C6执行优先级集合,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6结构化diff优先级集合,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,最新自动探针摘要,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,来源质量判断,自动化下一步,人工最小核验动作,保真边界,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,公开安全策略,下一步
SCHOOLOPP-5d7dfb896433ba71,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,63,P2-常规自动补源或抽检,O7-强辅证抽检,126,C150,武汉商学院,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,HTML,2,0,14,4,1,0,0,14,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,,c72ff8cfd50991d88432eb5dbb4378c2bb24fc16bd8962a07a8d956bad1ced60,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-47639baeaf058b06,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,64,P2-常规自动补源或抽检,O7-强辅证抽检,117,K153,成都信息工程大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,HTML,1,1,13,1,1,0,0,13,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,7a1d17a34323bb81dc6e7016fe5a411e41cd0c2f197c8f08288902b45d979530,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-ce1858f888433265,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,65,P2-常规自动补源或抽检,O7-强辅证抽检,81,H001,杭州电子科技大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,XLS/XLSX,1,1,9,1,1,0,0,9,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,49a27a0db6f55284970daee361d741f98a49e9d7a07c8178a35d71324bd61e13,e6dbabb8d3fc65602ae309f34091180ea343e3afb87ff26dae119a7102972408,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-0746e141befffe8a,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,66,P2-常规自动补源或抽检,O7-强辅证抽检,63,C108,江汉大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,API/JSON,1,1,7,1,1,0,0,7,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,64007f21740966e877fb893e51748445f79e9d88ce56f97bc6479134346dbd49,3c45313048550594cb84edf58034979e2ed73672a9edbe583baac2aa3311d123,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-107aec7dbf683a33,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,67,P2-常规自动补源或抽检,O7-强辅证抽检,54,K753,喀什大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,XLS/XLSX,1,1,6,1,1,0,0,6,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,562d34e39aeff1826d0657cf1c58baf959cb985c78eb98b7e6c93a9b73c65c8a,438cdaa2e82dc8287302859f20abffd6d2c98c05169409961d1437c2fd7f0358,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-ac2ba219c109f68e,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,68,P2-常规自动补源或抽检,O7-强辅证抽检,45,H002,浙江工业大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,结构化CSV,1,0,5,1,1,0,0,5,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,,a74a61b69f9c67aafbabcdab575fe06f31f47f7592f0022ba1a1050b52b9f37e,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-040534d0e8a85dfc,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,69,P2-常规自动补源或抽检,O6-继续搜索高校官网计划源,41,A032,北京语言大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,1,1,1,0,0,0,0,1,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,1,1,X1-C6有入口待获取湖北计划,01-P0取数,0,1,D4-新增高校官网源未命中需补规则或核专业名,14,0,1,0,0,0,0,0,structured_source_retained_parser_or_match_rule_needed,已留存北京语言大学招生系统 API 原始 JSON；C4 包命中 9 条，C6 单条仍未匹配，需核专业名或规则。,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,f5f00e0c0d68026da0eab5671bf25ea873ed9b382e5898c9b3741da51b4b0585,Q3-已有自动探针边界记录,沿用自动探针边界，只走公开浏览器交互或静态附件，不绕过访问限制。,人工只核 C6 未匹配行、计划数冲突行和新增源命中抽检。；优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,沿用自动探针边界，只走公开浏览器交互或静态附件，不绕过访问限制。
SCHOOLOPP-87a2a204f13197ea,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,70,P2-常规自动补源或抽检,O7-强辅证抽检,36,H450,山东工商学院,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,结构化CSV,1,1,4,1,1,0,0,4,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,84b2c39c53ef879056ecbf7347a4d77e1bc2f736921eecb17b850fd9192f5e5c,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-e61f012abf94b08b,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,71,P2-常规自动补源或抽检,O7-强辅证抽检,27,A197,西北民族大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,API/JSON,1,1,3,1,1,0,0,3,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,868d347a6c0793850ae8665451557b9c013a200c34b9ed84867fa5d2f7900f69,fcecd71a32e23dae3116c5c6149e9d48046165c24f698e43fd2f0a4c0e75d234,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-5307b37e3b6577ae,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,72,P2-常规自动补源或抽检,O6-继续搜索高校官网计划源,24,K465,西安建筑科技大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,部分来源待结构化,0,1,1,1,1,0,0,0,0,1,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,1,1,X1-C6有入口待获取湖北计划,01-P0取数,0,1,D1-新增高校官网源已命中需抽检核页,20,1,0,0,1,0,0,1,,,1,0cd65763e5e4e2e0622af016cf733d18aab8476d7bb0a1f5e70b80ca1a5c9c61,1,0cd65763e5e4e2e0622af016cf733d18aab8476d7bb0a1f5e70b80ca1a5c9c61,f52bc04c932a38fceacbc4717d3288d7acff1572146135728e3647a19570afdc,Q1-有结构化源且存在计划数一致候选,继续搜索高校官网2026湖北计划源，优先可下载附件、公开API和静态表。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,继续搜索高校官网2026湖北计划源，优先可下载附件、公开API和静态表。
SCHOOLOPP-6149e83df121cba9,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,73,P2-常规自动补源或抽检,O7-强辅证抽检,18,A135,山东大学,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,API/JSON,1,1,2,1,1,0,0,2,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,f46f1567b2e752bda9ad42bd39a765f2ec281afc2503b2da28947c5d05ad97c3,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-e432d8fa67649caf,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,74,P2-常规自动补源或抽检,O7-强辅证抽检,18,F902,江苏理工学院,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,结构化CSV,1,1,2,1,1,0,0,2,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,945ec322c9f2e61190c95082372cb3f25c6464926d139072c9ece6c7c423c1a0,fdcda6f3c0c76441e00de6e03d961a243d9f2d9ae9cda0f7ab1b96c413d1f5ed,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
SCHOOLOPP-0f81abbda422ca85,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,75,P2-常规自动补源或抽检,O7-强辅证抽检,9,H945,南宁学院,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,HTML,1,1,1,1,1,0,0,1,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,dd1c6d7f5513d3e75df5dffa179e3a67d215214f9809f7c3bcb55eb982e98ec7,Q6-来源质量待补充,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,按分层抽检规则抽检强辅证行，抽检失败升级同页列/同校/同组。
