页级闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,PDF页码,页级执行总序,页面专业明细数,涉及院校数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,数字媒体技术专业明细数,计算机类相关专业明细数,师范类相关专业明细数,字段缺口字段Top,首个专业行ID,首个院校代码,首个院校名称OCR,首要核验动作,下一步
CLOSEPAGE-135debd4837026bf,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,210,864,72,5,17,30,33,0,5,4,1,1,1,5,0,3,2,再选科目；专业计划数；学费,M-a93146e947a714df,K155,西华大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-56ad4d4deaec9846,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,138,904,48,5,15,24,24,0,0,0,0,0,0,2,0,1,1,专业计划数；再选科目；学费,M-c0a45cc7bb6f8235,H007,浙江中医药大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-3fcfb99ec010d4a8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,146,915,76,6,10,5,62,0,6,3,0,0,0,14,0,7,7,再选科目；专业计划数；学费,M-00260b7cdc6b096d,H133,宿州学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-097ccd4f03d96201,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,157,919,48,3,16,6,38,0,3,1,0,0,0,23,0,10,13,再选科目；专业计划数；学费,M-eed73ef95dd52909,H318,赣南医科大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-aee544ceddfe7ab6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,181,948,62,9,15,20,37,0,5,0,0,0,0,17,0,6,11,再选科目；专业计划数；学费,M-34a252f6c0755bb0,H669,湘南学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-ec7f1f65067126f3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,180,951,71,4,9,15,51,0,5,0,0,0,0,7,0,2,5,再选科目；专业计划数；学费,M-6d0238067b8c9981,H663,湖南中医药大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-1cc641954099c249,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,204,976,64,4,14,27,34,0,3,0,0,0,0,10,0,3,7,专业计划数；再选科目；学费,M-cedc5d9595c3b44c,K070,重庆师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-1b4a364f76e9fa80,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,211,979,54,4,16,19,32,0,3,0,0,0,0,15,0,3,12,再选科目；专业计划数；学费,M-d339053bedbbfd86,K160,川北医学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-5f1cd7c3fb68ae7c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,205,989,58,7,23,5,45,0,5,3,0,0,0,9,0,4,5,再选科目；专业计划数；学费,M-5b4a7f5229ab94d8,K072,重庆三峡科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c0ba17c23a26ff8c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,219,990,62,5,23,28,30,0,3,1,0,0,0,8,0,4,4,再选科目；专业计划数,M-861da991a35ad2eb,K351,云南中医药大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-4c8205da3610a615,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,229,1000,65,6,17,19,41,0,5,0,0,0,0,19,0,6,14,再选科目；专业计划数；学费,M-cc51dbc9a3191d44,K578,天水师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-eadc1dd8fc279583,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,231,1005,74,6,23,22,46,0,4,2,0,0,0,8,0,5,3,再选科目；专业计划数；学费,M-e306c5a04839833b,K650,青海大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-17ba0791499db908,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,11,1681,29,3,8,4,22,0,3,0,0,0,0,8,0,8,0,再选科目；专业计划数,M-0d40d021f0f248c1,A004,北京交通大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-b3f0c7f6bb763af1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,19,1735,48,5,17,6,39,0,3,0,0,0,0,5,0,5,0,再选科目；专业计划数；学费,M-b32c18903067cb53,A043,北京体育大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-d435a6cdd786300d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,23,1760,51,2,16,10,34,0,3,4,0,0,0,2,0,2,0,再选科目；专业计划数,M-9e2f42e790dc214a,A079,吉林大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-761f22b2c1593d0b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,41,1886,50,3,15,3,36,0,8,3,0,0,0,9,0,9,0,再选科目；学费,M-4df2ee8357fa77ae,A147,武汉理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-fb644351560d8296,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,45,1920,44,2,9,8,31,0,5,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-dacf57eb2525394b,A159,中南大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-827bfc458708f0b4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,47,1951,33,2,8,9,20,0,4,0,0,0,0,6,0,6,0,再选科目；学费；专业计划数,M-5ee632fde602d8d3,A167,四川大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-667be543b02294b7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,58,2102,84,3,12,7,70,0,5,2,0,0,0,9,0,9,0,再选科目；专业计划数,M-33067007d1dc6d07,A207,北方民族大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-d321d6f7ccf98b51,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,77,2345,81,3,11,16,63,0,2,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-80cc023e14bc5810,C132,湖北中医药大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e62d7f1eb43d87c2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,87,2570,93,4,13,13,71,0,9,0,0,0,0,18,0,13,5,再选科目；学费；专业计划数,M-7610ed04ac16111c,C218,荆州学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-7224f997fc148baa,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,106,2983,92,4,15,9,77,0,4,2,0,0,0,5,0,5,0,再选科目；专业计划数；学费,M-c699d3282874aa87,F294,中北大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-524e05dc77239f3a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,107,2984,82,3,14,5,67,0,7,3,0,0,0,10,0,10,0,再选科目；专业计划数；学费,M-b1e68df9e60eeec6,F295,太原理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e993215bfdaa515f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,113,3047,60,5,9,4,54,0,1,1,0,0,0,5,0,5,0,再选科目；专业计划数,M-36db583813261bfb,F466,辽宁科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-ecb7937db58ec9de,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,114,3053,61,5,23,6,45,0,7,3,0,0,0,5,0,5,0,再选科目；专业计划数；学费,M-03050c7e171f1527,F468,辽宁石油化工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-efa6e44dfa014524,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,115,3060,54,9,19,29,25,0,0,0,0,0,0,2,0,2,0,再选科目；专业计划数；学费,M-6b14df961aa8d46b,F476,中国医科大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-0ca9277f91e40054,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,125,3208,59,5,14,28,28,0,2,1,0,0,0,3,0,3,0,再选科目；专业计划数；学费,M-6b89b2f60b46b167,F687,佳木斯大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e794a80eb109162d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,131,3311,73,4,11,9,60,0,4,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-f0b226de81d3aed0,F868,苏州大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c28aca23f1ef3718,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,140,3447,73,6,16,13,59,0,1,0,0,0,0,8,0,8,0,再选科目；专业计划数；学费,M-27f3b5a323069658,H015,浙江工商大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-25293f2761d658cc,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,178,3933,90,6,9,8,76,0,6,0,0,0,0,14,0,10,4,再选科目；专业计划数,M-18d44a21aa854a0a,H622,郑州经贸学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-9e44d2771c052d44,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,179,3955,107,3,10,7,95,0,4,1,0,0,0,8,0,5,3,再选科目；专业计划数；学费,M-25559824d9211a30,H660,长沙理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-87d538ef1c1db716,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,186,4035,67,5,16,18,48,0,1,0,0,0,0,1,0,1,0,再选科目；专业计划数；学费,M-4fc30b06751e58ed,H769,广东海洋大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e54183e2a040e6c0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,189,4092,50,9,16,8,36,0,4,2,0,0,0,2,0,2,0,再选科目；专业计划数,M-36dce7c1ca6ccaf0,F791,上海大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-2fcc820fc1d95b1e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,191,4126,43,4,10,21,20,0,1,1,0,0,0,0,0,0,0,再选科目；专业计划数,M-be5319e0e3a7174a,H797,广东外语外贸大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-58f0744907ea8bd8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,182,4227,70,5,11,13,52,0,2,3,0,0,0,6,0,5,1,再选科目；专业计划数；学费,M-4bb0341dff3d6eae,H677,南华大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-a165fbd61c277745,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,203,4339,57,3,7,5,49,0,3,0,0,0,0,11,0,11,0,再选科目；专业计划数；学费,M-4ce978739167dc32,K067,重庆邮电大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-59129aacfb6cebbe,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,66,5255,56,1,11,56,0,0,0,0,0,0,0,21,0,12,9,再选科目；专业计划数,M-53e006ce761c84b0,C103,湖北大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
