来源期号,来源PDF_SHA256,数据阶段,综合风险等级,风险类型,院校代码,院校名称OCR,院校专业组代码,来源页码,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,F894,金陵科技学院,F89405,134,1,,不限,2500；2；10；4,special_plan_or_direction;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,F903,江苏海洋大学,F90304,135,1,,,,priority_3_teacher;special_plan_or_direction;tuition_over_15000,missing_subject_candidate;missing_plan_count_candidate;missing_tuition_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H232,福建商学院,H23201,149,1,,2；5,待定,special_plan_or_direction;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H446,烟台大学,H44608,169,1,不限,2；25；3,待定,special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H658,吉首大学,H65804,178,1,不限,10；126；21,4000,special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H681,湖南工学院,H68103,183,1,,13；30；15,4000,special_plan_or_direction;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H684,湖南工业大学,H68413,184,1,不限,8；38,4000,priority_3_teacher;special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,H892,桂林电子科技大学,H89217,195,1,,2；待定；60；51,,special_plan_or_direction;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,K437,西藏农牧大学,K43702,222,4,,2；17；3,免费；3080,special_plan_or_direction;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,专项/预科/定向等特殊类型；学费超过当前上限,K438,西藏大学,K43805,222,2,地理,40,免费；2800,priority_3_teacher;special_plan_or_direction;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A007,北京理工大学,A00705,12,2,化学,,3；待定；2；9,high_fee_or_coop,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A013,北京邮电大学,A01304,14,4,,,8；10万；4；3；11,high_fee_or_coop;priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A019,中国农业大学,A01909,15,4,化学；U；更选；科目；耍求,2；買亮；部亭；N；人数；100；3,待定；年；学炎；（元）,high_fee_or_coop;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A033,中国传媒大学,A03315,18,2,「化学,43；22,5；10万；3,high_fee_or_coop;priority_1_digital_media;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A034,中央财经大学,A03409,18,1,不限,,10万；41；22,high_fee_or_coop,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A036,对外经济贸易大学,A03611,18,1,,,10万,high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A043,北京体育大学,A04311,19,2,,,,high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A047,中央美术学院,A04704,19,2,,,,high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A053,中国政法大学,A05310,19,1,,,10万,high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A059,中国民航大学,A05905,21,9,,12；4；29；2；3；6；5；8；85；7,5800,high_fee_or_coop,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A087,东北林业大学,A08708,26,1,化学,33,4；10万,high_fee_or_coop;priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A115,中国矿业大学,A11504,31,1,「化学,3；26400,,high_fee_or_coop,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,A141,武汉大学,A14113,39,2,化学,28；30；8,11.5；万,high_fee_or_coop,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,C106,三峡大学,C10613,69,1,,50000；42；203,,high_fee_or_coop,missing_subject_candidate;plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,F092,天津工业大学,F09207,95,2,化学,2；22000；5；45,,high_fee_or_coop,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,H008,浙江师范大学,H00807,139,1,不限,2；80000；12,,high_fee_or_coop;priority_3_teacher,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,K002,海南热带海洋学院,K00206,201,2,不限,2；38500；131；17,,high_fee_or_coop;priority_3_teacher,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,K073,长江师范学院,K07307,205,1,「化学,3,待定,high_fee_or_coop;priority_3_teacher,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费,K073,长江师范学院,K07308,205,1,,3；21；6,待定,high_fee_or_coop;priority_3_teacher,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费；专项/预科/定向等特殊类型,A004,北京交通大学,A00412,11,1,,2；153；125,5500,high_fee_or_coop;special_plan_or_direction,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费；专项/预科/定向等特殊类型；学费超过当前上限,A145,中国地质大学（武汉）,A14512,41,3,化学；「化学,20；19；4；1699,待定；75000；3375,high_fee_or_coop;special_plan_or_direction;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,中外合作或高收费；医学/护理等排除方向,A013,北京邮电大学,A01305,14,3,再选；科目；要求,化学；人数；4；2,3；10万；年；学费；（）,high_fee_or_coop;priority_1_digital_media;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
