高校源进度看板ID,来源高校官网辅证自动执行批次,来源高校源最新对齐账本,来源C4C6高校源刷新执行包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,看板序号,高校官网辅证自动执行批次ID,高校源最新对齐ID,高校官网辅证状态快照ID,院校代码,院校名称公开,自动执行泳道,原官网来源状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,最新证据来源族,最新公开证据集合SHA16,来源类型桶,建议来源形态,来源留存状态,涉及招生明细数,涉及专业组数,原涉及PDF页数,next20结构化湖北物理行数合计,next20结构化计划数合计,live补源记录数,live结构化输出记录数,C4C6复用包数,C4C6结构化diff包数,C4C6补源尝试记录数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,需补结构化明细数,需继续补源明细数,计划数冲突行数,官网补缺候选行数,官网未匹配行数,下一批推进优先级,下一批推进动作,所需源类型,人工最小核验动作,仍需补源或解析原因,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESPROGRESS-f565f0b863d0c485,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,67,SCHOOLSRCEXEC-f6a8b668baa9ce82,SOURCESYNC-33ff62813cc4d15f,SCHOOLSRCSTATUS-644484a5ae727fe7,K179,成都师范学院,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,f763426dd542f2bf,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R1-已有探针或live补源记录,6,6,2,0,0,1,0,1,1,1,0,0,0,0,0,0,6,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工必要时补找学校招生网计划入口或附件。,live未取得湖北物理计划；no_seed_need_official_source_search,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-811ae7f665b26a6b,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,68,SCHOOLSRCEXEC-e8e2d37cab86fb0b,SOURCESYNC-50d12ae74118e5f1,SCHOOLSRCSTATUS-a9efbcec3e357db5,H439,山东财经大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,af3d27b510eca556,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,5,1,1,0,0,0,0,2,2,1,0,0,0,0,0,14,5,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,tls_handshake_failure_entry_and_api,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-e0632a07ffd27c25,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,69,SCHOOLSRCEXEC-74d47c9a087ac7ef,SOURCESYNC-8687c4d18c1a844c,SCHOOLSRCSTATUS-900d27b658de979c,H775,韶关学院,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A4仍需继续补源,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,08b0bcb099b7e781,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R1-已有探针或live补源记录,5,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,5,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工必要时补找学校招生网计划入口或附件。,live未取得湖北物理计划；no_seed_need_official_source_search,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-d02a89608699e2b3,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,70,SCHOOLSRCEXEC-8ec6e68a6f69b671,SOURCESYNC-0d8369403ab6558b,SCHOOLSRCSTATUS-20c3f694b05d8e7d,K151,成都理工大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,c4c6_reuse；c4c6_diff；c4c6_attempt,dbc2a757ab0d2a1d,F1-有入口或探针但缺湖北物理结构化明细,公开来源待判定,R0-已有公开来源文件或URL留存,3,1,1,0,0,0,0,2,2,1,0,0,0,0,0,50,3,0,0,0,P3-补结构化湖北物理明细,复用已有入口或来源，抽取湖北物理普通本科逐专业结构化明细。,公开来源待判定,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,http_412_precondition_failed,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-fd5dc77591bf2da4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,71,SCHOOLSRCEXEC-8a477b0d0b1c13bf,SOURCESYNC-7051476635099181,SCHOOLSRCSTATUS-4924e4e6997464cd,C125,武汉轻工大学,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,0e0bdba859e0f140,F0-已有结构化或候选diff线索,API/JSON,R1-已有探针或live补源记录,41,5,2,38,2915,1,0,1,1,1,0,0,0,0,0,0,41,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-2e7933dac005cefa,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,72,SCHOOLSRCEXEC-4fd282f69ae5ad6e,SOURCESYNC-c378aaf9dad2833e,SCHOOLSRCSTATUS-9fda644635740c18,C133,湖北师范大学,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,17a6f82798689d59,F0-已有结构化或候选diff线索,API/JSON,R1-已有探针或live补源记录,36,9,1,36,1800,1,0,1,1,1,0,0,0,0,0,0,36,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-42259f2598e5c7e9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,73,SCHOOLSRCEXEC-c3a0dd12d5383f24,SOURCESYNC-a8c2f2cdd3f5f1fd,SCHOOLSRCSTATUS-9291da52fee73049,F002,北方工业大学,A5-章程规则核验,charter_or_rules_only_no_plan,T2-有公开来源待解析,D5-不适用,S3-仅章程规则源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,章程/规则,R0-已有公开来源文件或URL留存,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,章程/规则,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-50c24faaa3e27c11,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,74,SCHOOLSRCEXEC-89c8ce7ad80fd02a,SOURCESYNC-f0f68a0e7b2a6db3,SCHOOLSRCSTATUS-9baf0fc2a5bfeb83,C150,武汉商学院,A3-补结构化或解析公开来源,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P0-A3公开来源不足仍需补源,none,,F2-暂无可复用高校侧计划源,HTML/招生系统入口,R0-已有公开来源文件或URL留存,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,HTML/招生系统入口,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-bd7bbe5a71cedebb,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,75,SCHOOLSRCEXEC-15191b88e2992f54,SOURCESYNC-439ca6ca29b65123,SCHOOLSRCSTATUS-adfdd0df2c477d30,C150,武汉商学院,A5-章程规则核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,HTML/招生系统入口,R0-已有公开来源文件或URL留存,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,HTML/招生系统入口,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-d887e90a5f3467d4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,76,SCHOOLSRCEXEC-f556e53fc3c39b13,SOURCESYNC-3295701edd8f3381,SCHOOLSRCSTATUS-786cf27efbbbc9d0,K533,西安工商学院,A5-章程规则核验,charter_or_rules_only_no_plan,T2-有公开来源待解析,D5-不适用,S3-仅章程规则源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,章程/规则,R0-已有公开来源文件或URL留存,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,章程/规则,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-0ffeb5c2ae7a8368,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,77,SCHOOLSRCEXEC-a601526209131f0e,SOURCESYNC-47ed7fdf6a0863f7,SCHOOLSRCSTATUS-03b41868cfee01b7,C107,武汉体育学院,A5-章程规则核验,charter_or_rules_only_no_plan,T3-暂无结构化源,D5-不适用,S3-仅章程规则源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,章程/规则,R3-暂无公开留存源,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,章程/规则,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-2cb68ce7a53f26a5,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,78,SCHOOLSRCEXEC-dc6ea551024b7c9c,SOURCESYNC-e2f2717afef2d14b,SCHOOLSRCSTATUS-b1521f6d34c4cf51,X502,新疆天山职业技术大学,A5-章程规则核验,charter_or_rules_only_no_plan,T2-有公开来源待解析,D5-不适用,S3-仅章程规则源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,章程/规则,R0-已有公开来源文件或URL留存,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,章程/规则,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-f399d3eb663719ae,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,79,SCHOOLSRCEXEC-01dfaeb50b52f303,SOURCESYNC-b69de4bfe33c74a9,SCHOOLSRCSTATUS-49b3b1e22b0f35a1,K487,西安航空学院,A4-继续搜索高校计划网源,needs_official_plan_source_search,T3-暂无结构化源,D4-无结构化官网源,S0-继续补高校官网计划网源,L3-已有湖北物理结构化或候选diff线索,P3-A4已推进到结构化或diff线索,next20；live；c4c6_reuse；c4c6_diff；c4c6_attempt,bb7171cf8ddaaab2,F0-已有结构化或候选diff线索,PDF,R1-已有探针或live补源记录,6,4,1,6,15,1,1,1,1,1,0,0,0,0,0,0,6,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,PDF,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-0e149cc1de9f068a,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,80,SCHOOLSRCEXEC-bed4ce64e306f286,SOURCESYNC-95bd34d7d8c09503,SCHOOLSRCSTATUS-9e16c9c23fdc6825,K178,成都医学院,A5-章程规则核验,charter_or_rules_only_no_plan,T3-暂无结构化源,D5-不适用,S3-仅章程规则源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,none,,F2-暂无可复用高校侧计划源,章程/规则,R3-暂无公开留存源,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4-继续搜索高校官网计划网源,继续搜索招生网、招生计划查询系统、附件、PDF、XLSX或API。,章程/规则,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,暂无公开结构化湖北物理计划源线索。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
