来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-c10aab796b0e8ac3,OCQ-d7ca2e1a8ab4965a,MPK-8736b4c031b16537,V3-99f1a65dd613b31c,B1-数字媒体技术优先核页,家庭筛选扩展,H001,杭州电子科技大学,H00104,137,family_fit_full_ocr,family_fit_major_detail,M-7fbf4b0f615e4a72,9,21,入工智能（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,,2,6000,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zhaosheng.hdu.edu.cn/art.php?aid=2471,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,湖北2026逐专业计划；科类；批次；选考科目；计划数；学制；就学地点,官网附件未直接给出湖北院校专业组代码和专业代号，组内边界需回到第19期原页及湖北官方系统确认,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,杭州电子科技大学 2026 湖北 招生计划 本科 专业组 招生网,杭州电子科技大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-ed51f200262f5b82,OCQ-d7ca2e1a8ab4965a,MPK-576b2a28c3069575,V3-99f1a65dd613b31c,B1-数字媒体技术优先核页,家庭筛选扩展,H001,杭州电子科技大学,H00104,137,family_fit_full_ocr,family_fit_major_detail,M-a47ed17f150aaed0,10,22,计算机科学与技术（办学地点：下沙校,,4,6900,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zhaosheng.hdu.edu.cn/art.php?aid=2471,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,湖北2026逐专业计划；科类；批次；选考科目；计划数；学制；就学地点,官网附件未直接给出湖北院校专业组代码和专业代号，组内边界需回到第19期原页及湖北官方系统确认,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,杭州电子科技大学 2026 湖北 招生计划 本科 专业组 招生网,杭州电子科技大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-56260c9c6f7ba82d,OCQ-842baf6c7cd08130,MPK-e3ab8baed9cabfc1,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-b0f0f795c8848022,1,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,化学,4,6900,,,low_ocr_confidence,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-633e29bdd4761616,OCQ-842baf6c7cd08130,MPK-9218107de871caf1,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-198b77287fc7a7ac,2,06,智能建造（办学地点：朝晖校区）,,3,6900,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0201d71412855b3b,OCQ-842baf6c7cd08130,MPK-0a2c2d924aa3d7b2,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-07b8c003bf21d8a2,3,07,物理学类（物理与光电信息类；应用物理学、光电信息科学与工程；办学地点：朝晖校区）,,3,5300,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-3eb54c999f18cca8,OCQ-842baf6c7cd08130,MPK-ddfaca2504ada6d3,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-07c0ae0606282bd6,4,08,机械类（机械工程、过程装备与控制工程、车辆工程、工业工程、物流工程；办学地点：朝晖校区）,,4,6000,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-1e7eadf0fdbe3a68,OCQ-842baf6c7cd08130,MPK-1cb992396bbc36b6,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-413ddf9391dfce49,5,09,机器人工程（办学地点：朝晖校区）,,2,6000,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-a60bd43c624c87a1,OCQ-842baf6c7cd08130,MPK-152252decc170b61,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,family_fit_major_detail,M-9e26fdb0260351e2,6,10,计算机类（计算机科学与技术、软件工程、网络工程、数字媒体技术：办学地点：朝晖校区）,,5,6000,数字媒体技术；计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-157028b751404682,OCQ-e85918ac4f959d34,MPK-e6a4d6da63c280b9,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,H026,浙江传媒学院,H02606,141,family_fit_full_ocr,family_fit_major_detail,M-17f481b93a7ac33a,1,31,虚拟现实技术（办学地点：杭州钱塘校,,,5500,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江传媒学院 2026 湖北 招生计划 本科 专业组 招生网,浙江传媒学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-601e0a0e3746cfbb,OCQ-e85918ac4f959d34,MPK-2abfe4429aea8617,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,H026,浙江传媒学院,H02606,141,family_fit_full_ocr,family_fit_major_detail,M-c637a6058d82c288,2,32,智能视听工程（办学地点：杭州钱塘校,,,6300,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江传媒学院 2026 湖北 招生计划 本科 专业组 招生网,浙江传媒学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0bd8f02bb42d0428,OCQ-e85918ac4f959d34,MPK-dedd72b79096c5d5,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,H026,浙江传媒学院,H02606,141,family_fit_full_ocr,family_fit_major_detail,M-bf0983f360150462,3,33,数字媒体技术（办学地点：杭州钱塘校,,2,5500,数字媒体技术,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江传媒学院 2026 湖北 招生计划 本科 专业组 招生网,浙江传媒学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d5eba2bc6e0e2b9d,OCQ-e85918ac4f959d34,MPK-a6add99d6d465f4d,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,H026,浙江传媒学院,H02606,141,family_fit_full_ocr,family_fit_major_detail,M-80eec545ccfbf9d7,4,34,软件工程（办学地点：杭州钱塘校区）,,1,5500,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,浙江传媒学院 2026 湖北 招生计划 本科 专业组 招生网,浙江传媒学院 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
