页列底座核验批次行ID,来源页列底座综合风险登记表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批次容量上限,批内页列序号,页列全局风险总序,来源页码,版面列,页码版面键,页列底座综合风险登记ID,综合风险优先级桶,综合风险优先级数值,页列首要核验动作,批次执行线,批次页列数,批次专业行数,批次字段任务数,批次Z0页列数,批次Z1页列数,批次Z2页列数,批次Z3页列数,批次结构R0专业行数,批次源证据X1专业行数,批次源证据X2专业行数,批次官方查询键碰撞行数,批次字段Q0任务数,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构R0专业行数,结构R1专业行数,结构R2专业行数,结构R3专业行数,结构风险事件数,版面风险事件数,专业代号风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,决策G0结构或归属未闭环行数,决策G1家庭底线风险待确认行数,决策G2字段缺口未闭环行数,源证据X1专业窗口P0行数,源证据X2起始行P0_QC行数,源证据X3优先复核行数,源证据X4低风险抽检行数,专业行ID集合SHA256,字段任务集合SHA256,风险登记ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,结构和官方消歧状态,高校官网或招生章程辅证状态,字段事实写回状态,批次完成状态,公开安全策略,下一步
PSFOUNDATIONBATCHROW-f2d82c3578887928,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,25,150,76,left,076-left,PSFOUNDATIONRISK-ea891d278d92a04c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,41,123,0,102,21,0,0,9,32,0,0,2,0,0,0,0,0,9,27,0,18,21,2,54d3eede1383835889e7197389fa560546f4509f53444f2ad1cad13290f21dd1,6886f53055c3ba74349896e01aa970dc5ab9111e0e2de3ae23bb8020a59e0240,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-53125462d9695601,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,1,151,102,right,102-right,PSFOUNDATIONRISK-9d134ac28a943f35,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,32,96,78,18,0,0,13,1,18,0,0,0,0,0,0,0,13,0,19,0,17,14,1,4d5a20dbfd4622bc7586cd5cbd6a113181e5321b0ca8949c51c36f366f51e8bb,34c0a8c3186e92775e69fbbe4d06ca75ade69328a23a2fe7714154733872a85f,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a553b5d67b2ae3b5,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,2,152,197,right,197-right,PSFOUNDATIONRISK-6241de01f840266f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,28,84,75,9,0,0,6,3,19,0,0,0,0,9,0,0,6,2,20,0,17,9,2,c4037e8e94e69f707f5bbb988c1e64b1312c5070a21687eb774c33cf17d23522,5ae59a20569bbb9441fab196bec9f0423b3d51ea8c34c2178fa6359ff938a8ab,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-634b4ea3b96d0394,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,3,153,168,right,168-right,PSFOUNDATIONRISK-b0d3c276fe39b051,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,31,93,66,27,0,0,16,2,13,1,3,0,0,0,12,0,16,0,15,0,17,14,0,546e729066ca53f24973df8cbe9c07e2873db6e6e08573af2b8a8dff026887d6,abe93487fddf33612ca6c9158a67588ac91926e7542bcdf1d2d95669ab14b3ab,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-b516877e17de7cdc,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,4,154,141,right,141-right,PSFOUNDATIONRISK-af38b555315b5533,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,33,99,57,24,18,0,6,9,18,11,5,2,0,0,22,0,6,2,22,0,17,16,0,c58231ef38697b0b41e4b6203210c5486d7b67f7feac65072c8a0c822ecda085,052f0a60c18925a3065f4608e7a552071b95433f17d5483aaabdac080488e311,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-8f72dabefad71fb6,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,5,155,107,left,107-left,PSFOUNDATIONRISK-7c2151a22257938c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,37,111,48,48,15,0,4,2,31,8,7,1,0,0,0,0,4,0,29,0,17,16,4,579f8c8073d67d730b6b3902bf9aedb4cd9100271dd5763dfc8501cfe4fe053b,2cab289cf9b90d53488963f685e7f26a199470c49ec119d8af91b5ddd256ee44,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-0e3aa10cf41d7484,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,6,156,231,right,231-right,PSFOUNDATIONRISK-1bd2bbe8b90855cf,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,26,78,33,27,18,0,5,4,17,4,3,1,0,0,0,0,5,6,9,0,17,9,0,0e9cf8aa37ec9fc5fcf0170cd830d89be55e9fa6f8d238cfe3a1f9b70c5c9151,ee437c8b1aa6756741571cf1ecf50e7369fd93f4b1ceb2a0d884edec12213105,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-01f4fa1417a2758e,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,7,157,175,right,175-right,PSFOUNDATIONRISK-b47de485fbe86d4f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,32,96,30,54,12,0,6,2,24,10,3,0,0,0,0,0,6,0,22,0,17,13,2,b4c2e0710420ce7eecb77463a0889a12e09a6149b58bb14518c3b242591a1ca9,1067d43aa1fa2a6d1e63c59e2fa852cf93e8399f0ef720ccff52808934418e98,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-f5df4c824be175ac,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,8,158,80,left,080-left,PSFOUNDATIONRISK-f12976ddaf8b4c9c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,48,144,27,90,27,0,11,8,29,10,11,3,0,0,4,0,11,7,26,0,17,29,2,efc96571d943767efaeead34cb073d27e4ef9b56d6a99f8529e37bfc77e8da18,3861fb3e737de959df0506be2407e2451db0da5466dc4e6556cc3f19c2162175,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-ac9146297f314a73,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,9,159,58,left,058-left,PSFOUNDATIONRISK-6c0b317215006847,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,41,123,24,84,15,0,6,7,28,6,9,0,0,0,0,0,6,5,26,0,17,19,5,f035187cd35dc515667c324bb647590b8a81a47845b89b83dd0bf4c7061642a3,cc4b605318ce77d3bb76a26857707414baf9868cc4117294d6dda826b9fa34bd,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a2b7863bb75c7551,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,10,160,96,left,096-left,PSFOUNDATIONRISK-8b1f5c2dfa677c71,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,28,84,24,57,3,0,8,3,17,1,4,0,0,0,9,0,8,0,19,0,17,10,1,8c6fc890aa821942b08fe2256a289a1eec73dcd13d0353d052a5d34e44267600,abcff98239b2e6ce944601dc48f02d1bf595b05d6aab272fe7738ce263d56374,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d375757c5e39ec9b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,11,161,84,right,084-right,PSFOUNDATIONRISK-b2ed6b7463597eff,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,40,120,18,90,12,0,17,6,17,10,3,0,0,0,0,0,17,23,0,0,17,22,1,c84fd3e8aeb139a9cba3665df6e9ec2fff2aa6cfcf4c372a23b0e76bd422d76e,ebaedcd90036491047453e0d6542089b7e72cb55914e6f07fad0dd027e096a2a,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-f9c1514d950fe58b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,7,PSFOUNDATIONBATCH-15e89cfef2478b34,第07批-页列底座核验,25,12,162,238,right,238-right,PSFOUNDATIONRISK-a7d6008b6acace35,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,829,2487,25,0,0,0,0,0,418,0,1017,28,84,12,57,15,0,9,5,14,8,0,2,0,0,0,0,9,4,12,0,17,11,0,1cda7301ab7b37d26fee905ceca7f1113bb983690bedbe70cc9f630d43ef2dc5,33d4c8b39ef834dc98f8ffca6fb71987168a00f763774d9e75e809395c84a305,513b0b83d4863f29167f30def4ea6120a038b926f45c93e29c9b1948e2f7ccd2,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第07批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
