结构风险事件ID,来源结构保真登记表,来源单一逐专业招生明细总工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,结构风险类型,结构风险等级,风险来源表,风险来源字段,风险证据摘要,必须人工核PDF原页,必须湖北官方系统或省招办计划核验,机器能否自动修复,公开安全策略,不得进入原因,下一步
STRUCTEVENT-12c952f240954400,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-d99ea5445e6a83bf,G-4fef2eb7e32c9154,A004,北京交通大学,A00408,11,right,4,13,理科试验班（系统科学与工程（智能交通系统拔尖班）：信息与计算科学（数学拔尖班）：信息与计算科学：统计学；数据科学：应用物理学（黄昆英才班）纳米材料与技术（智能材料）：一三年级北京校区培养，三年级起在雄安校区培养）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-6db330bdf4fdf4ba,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-d99ea5445e6a83bf,G-4fef2eb7e32c9154,A004,北京交通大学,A00408,11,right,4,13,理科试验班（系统科学与工程（智能交通系统拔尖班）：信息与计算科学（数学拔尖班）：信息与计算科学：统计学；数据科学：应用物理学（黄昆英才班）纳米材料与技术（智能材料）：一三年级北京校区培养，三年级起在雄安校区培养）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-f421aee0f4ed215e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-6fb39cea4ac810bd,G-eb69b790b7277d80,A006,北京航空航天大学,A00603,12,left,6,09,工科试验班类（医工交叉试验班；告物医学工程、智能医学工程：色育、色弱考生不得报考；办学地点：学院路校,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-19a0cec3adb25808,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e641acac027a52c3,G-eb69b790b7277d80,A006,北京航空航天大学,A00603,12,left,7,10,工科试验班类（航空航天类：貪具身智飞行器动力工程、能源与动力工程签专业；具体包含专业详见学校本科招生偵息网报考指南专栏；办学地点：沙河校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-d5a0af1841b63eb3,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-7efa52629c06acb9,G-eb69b790b7277d80,A006,北京航空航天大学,A00603,12,left,8,11,工科试验班类（计算与智能科学类；含计算机科学与技术，人工智能、工程等专业：具体包含专业详见学校本科招生信息网报考指南专栏；办学地点：学院路校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-e21d936a14934b1b,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-8a4f4f6e3a2d2c37,G-eb69b790b7277d80,A006,北京航空航天大学,A00603,12,left,9,12,工科试验班类（信息科学与技术类：含微电子科学与工程、自动化、机器人工程、测控技术与仪器等专业；具体包含专业详见学校本科招生信息网报考指南专栏：办学地点：学院路校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-f8fb805b3c2631b7,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-af1e5b8d9887ebac,G-eb69b790b7277d80,A006,北京航空航天大学,A00603,12,left,10,13,理科试验班类（含信息与计算科学、数学与应用数学、应用物理学等专业具体包含专业详见学校本科招生网报考指南专栏；办学地点：沙河校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-7de28c0c3e466c94,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-9b1c792298668996,G-40b6e780f7219833,A007,北京理工大学,A00704,12,right,3,07,工科试验班（徐特辛英才班；具臭智人工智能、机器人工程、低空技术与工程、数据科学与大数据技术、计算机科学与技术，电子信息工程、光电信息科学与工程、智能感知工程、网络空间安全；全校理工专业，含智能班、领军班、协和医班，小班化、精英化、国际化培养...,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-cc5e9607e7298aea,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-b6d97998b0b4dacf,G-40b6e780f7219833,A007,北京理工大学,A00704,12,right,4,08,工科试验班（拔尖计划：具身智能、人工智能、机器人工程、低空技术与工数据科学与大数据技术、计算极科学与技术、电子信息工程、光电信智能感知工程、网络息科学与工程、空间安金：含四类徐特立特色班、李泽湘双创班、数学拔尖班、医工实验班、智能信息安全拔...,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-bfa0e768c70c7cf6,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-57aa1bb40e61da9a,G-40b6e780f7219833,A007,北京理工大学,A00704,12,right,5,09,工科试验班（航空航天与机电类：低空技术与工程、飞行器设计与工程、行器动力工程、航空航天工程、武器发射工程、探测制导与控制技术、丁程力学、武器系统与工程、弹药工程与爆炸技术、特种能源技术与工程、安全工程、机械电子工程）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-d201f6da178f1811,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-9c083efbbcb088e2,G-40b6e780f7219833,A007,北京理工大学,A00704,12,right,6,10,工科试验班（智能制造与智能车辆酱英班：车辆工程、装甲车辆工程、能源与动力工程、机械工程、工业工程、智能制造工程、能源与动力工程（含管理双学位）、机械工程（含德语双学,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
