稳定基座第一闭环明细任务ID,来源稳定基座自动官网辅证交叉核验工作台,来源稳定基座最小人工闭环工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,第一闭环批次,第一闭环纳入原因,任务来源类型,来源自动交叉核验任务ID,来源最小人工闭环任务ID,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,人工升级原因,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTDETAIL-db3c8109cbb01ac9,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-564ba9bac37a2734,,false,false,false,false,false,false,false,false,M-8281eec06d651680,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,3,15,电子信息工程（办学地点：航空港校,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,,2,6240,6240,,物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-7c1d30e2021684d3,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-f3c0c2bc4bd5d372,,false,false,false,false,false,false,false,false,M-8aed30091b7482da,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,19,31,信息与计算科学（办学地点：航空港校区）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,,1,6240,6240,,物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-321c7d17dc30653c,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-ee7bea8c6f7b3d38,,false,false,false,false,false,false,false,false,M-912162e2ec586cf5,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,7,19,逻感科学与技术（办学地点：航空港校,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,2,,6240,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-ff3b9d7ceecbddf8,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-ef4ce08282a3c460,,false,false,false,false,false,false,false,false,M-946c01fc445f6eb2,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,9,21,包象技术与工程（办学地点：航空港校,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,2,,6240,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-ac9be6f84b5cb492,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-dbe05b7c41484376,,false,false,false,false,false,false,false,false,M-e2879b097d059aee,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,17,29,信息安全（办学地点：航空港校区）,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,2,1,6240,6240,,物理+化学,官网计划数与OCR候选冲突,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-91f329b50cb442b2,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-37f40afaf9691357,,false,false,false,false,false,false,false,false,M-eb78e1c31fae9e22,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,1,13,大气科学（办学地点：航空港校区）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,,3,6240,6240,,物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-890f406b7b9b56e5,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-63944d1cbd3eff87,,false,false,false,false,false,false,false,false,M-fa76362af83034d1,G-052b32c1ecd65258,K485,西安财经大学,K48504,226,left,226-left,1,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网计划源待补强,false,,,,6,,不限,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-1ee8dfd8190933ae,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-1fd2e706ec7688ce,,false,false,false,false,false,false,false,false,M-188931cfb2409b2a,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,19,26,邮政工程（办学地点：雁塔校区）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,,1,6000,,化学,22070；物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-c45ce9a5ad638ec1,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-2efa0c9157f82f9f,,false,false,false,false,false,false,false,false,M-216cedcbd6540689,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,13,20,电气工程及其自动化（办学地点：长安,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,,2,6480,,,20901；物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-fec7ce08455236f6,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-d3c528725cf8da85,,false,false,false,false,false,false,false,false,M-3875a60b6b22b3fa,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,16,23,密码科学与技术（办学地点：长安校,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,,1,6000,,,20901；物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-81c8c77e8830e077,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-d4afd679302c3079,,false,false,false,false,false,false,false,false,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,15,22,网络空间安全（办学地点：长安校区）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,,2,6480,,,/；物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
