P0即时页列执行进度公开账本ID,来源P0即时页列核页执行队列,来源P0即时字段确认公开账本,来源私有字段确认工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,P0即时页列核页执行队列ID,P0即时按页核页包ID,页列核页优先级桶,页列核页优先级数值,包内字段任务数,包内专业行数,包内裁图证据数,包内需要双人复核任务数,包内高校辅证核验任务数,PDF原页私有记录已录数,PDF原页私有记录未录数,湖北官方私有记录已录数,湖北官方私有记录未录数,高校辅证应录数,高校辅证已录数,高校辅证未录数,字段确认私有记录已录数,字段确认私有记录未录数,双人复核应完成数,双人复核已完成数,双人复核未完成数,冲突阻断任务数,三方字段一致性可评估数,可进入字段写回复查数,PDF原页私有记录状态分布,湖北官方私有记录状态分布,高校辅证私有记录状态分布,双人复核公开状态分布,字段事实写回评估状态分布,页列执行进度桶,页列执行进度状态,私有字段确认工作台SHA256,字段确认公开账本ID集合SHA256,P0字段即时复核任务ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
P0PAGEPROG-c14cec58b763e061,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,50,14,left,014-left,P0PAGEEXEC-f06a68eb8744ff4d,P0PAGEPACK-9bd9042e0c22a336,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,51a9574753bb6983968d5001b494797657e5c3d3987134be6761ffec7ddc2a95,26005069491bf9abb0c07a6127b38abfbc651eb2aed7708e7d6bdef7722bc148,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-c428a4f2d8f72939,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,51,23,left,023-left,P0PAGEEXEC-6467dd39cf6b6194,P0PAGEPACK-da92a8b3718fc60c,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,2a602a0e2ed8d185d9ad56dbd4c3970095d06b5a8201d718d7de556efbc7d86c,361ab4c88f898ed895a4a5173aaefab914f87136a8598cbecba0789a7ae54900,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-c32d8f5193ef5b66,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,52,32,right,032-right,P0PAGEEXEC-8e3436b825666358,P0PAGEPACK-b9a219d1d598165c,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,5cd8a36c8e14902ff0fd7ad9cf99e8b4d681c9e06d3a2f08dad9f3e030d5be04,e206338505a518b708a0b71aa46392c46b05e1165893961db18718e432053eed,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-b18a7fd6b5389504,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,53,33,right,033-right,P0PAGEEXEC-6e957c0c8d252973,P0PAGEPACK-93364d2a31a2a69f,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,aa79936d05473b6ec484028a327b783abb40b3919007255bf6c8c4056d57ba4b,c7346655a3a5f38817ac484c8c544823e2af45bdad46f1e03c0c8ae1d02ff23b,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-fc351876c31525e7,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,54,43,left,043-left,P0PAGEEXEC-85a559bfa01194f6,P0PAGEPACK-35b197d1a53eef50,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,ba976affee9926282da64beaec916c9f591ad180c6242019b5bf85a0b34f7e67,e1c5b804d4a758fd61ccf9e1ce5a1fc2c7411a10e7ab49850959995efd8cd4b1,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-f30c6eb52e041b41,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,55,70,left,070-left,P0PAGEEXEC-83425e97799da5f2,P0PAGEPACK-0fbaeb89b0a67ec6,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,7f858117a582913aca1002ce687d520b2222c9b2fcb73cd407116f725c297268,77d6742f24ffbb431c06d819f366b13e7b76e006cb5112e9a09d10410263f456,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-cc378744364e3b06,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,56,102,left,102-left,P0PAGEEXEC-cf9dddb07bde2308,P0PAGEPACK-b86dfedac4725db4,Q2-候选一致仍需官方闭环,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,3d77ac9c91f600009b3652a8f2f9a4cd104604f5e50070d67deb3deffa71ea44,3c86c04df1826916a61ac9c6e39dec0c8bcc4378ce8ac2590c9eec31b54b2c66,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-af732804b13dfcad,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,57,136,right,136-right,P0PAGEEXEC-2976623c2c92b96b,P0PAGEPACK-3f8d12153385931e,Q3-常规候选人工确认,3,6,6,6,6,0,0,6,0,6,0,0,0,0,6,6,0,6,0,0,0,pending_private_pdf_reading:6,pending_private_hubei_reading:6,not_applicable_no_school_field_clue:6,pending_double_review:6,blocked_until_required_private_readings_complete:6,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,0805438b9947f7d604a243f3a23b5e3cfdb660bbe946fbbfbef3b67ce8262805,7b7e8c3de457db181593f8c7d759e3069dce828009837785c96cb80e4744a5af,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-3d0025a393f6dc6c,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,58,170,right,170-right,P0PAGEEXEC-39661fbe19344489,P0PAGEPACK-4bf1dff53536cbea,Q3-常规候选人工确认,3,6,6,6,6,0,0,6,0,6,0,0,0,0,6,6,0,6,0,0,0,pending_private_pdf_reading:6,pending_private_hubei_reading:6,not_applicable_no_school_field_clue:6,pending_double_review:6,blocked_until_required_private_readings_complete:6,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,3458a8de05676c15b3d4593cc408078278ba9f38b5e65fc1e187a6dd520b9bab,da583a788400089e7fe4d4018e96459d5748ae6ff94172a13bff0b92d78425ee,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-a8f57ccdfdf121d0,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,59,104,right,104-right,P0PAGEEXEC-c08b4dae7be01773,P0PAGEPACK-0ccc90225f5176f2,Q3-常规候选人工确认,3,5,5,5,5,0,0,5,0,5,0,0,0,0,5,5,0,5,0,0,0,pending_private_pdf_reading:5,pending_private_hubei_reading:5,not_applicable_no_school_field_clue:5,pending_double_review:5,blocked_until_required_private_readings_complete:5,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,3a1870bcb463c174e5b73bfe59c9f191f1ce45b61cb1aadecfb86c71a34b03df,8a1c1dc88f991936253e9b480398f86bf72ff21e7940f73b9c749b97b6107f1d,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-d0217d3fb4c89a58,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,60,126,right,126-right,P0PAGEEXEC-447841271880d34c,P0PAGEPACK-06a5bf598258625b,Q3-常规候选人工确认,3,4,4,4,4,0,0,4,0,4,0,0,0,0,4,4,0,4,0,0,0,pending_private_pdf_reading:4,pending_private_hubei_reading:4,not_applicable_no_school_field_clue:4,pending_double_review:4,blocked_until_required_private_readings_complete:4,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,0537319dbd2b7da3790d202ecb658cb4582d1ec2263cd36231259d9b125ea7b1,bc0c265ba2e4300737e5c1b84e74162aeaf02133997331a5819d292787dea40d,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-c2cc8f475f76d1ea,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,61,230,right,230-right,P0PAGEEXEC-aaebec6132f37b0e,P0PAGEPACK-61295643db7d6bb5,Q3-常规候选人工确认,3,4,4,4,4,0,0,4,0,4,0,0,0,0,4,4,0,4,0,0,0,pending_private_pdf_reading:4,pending_private_hubei_reading:4,not_applicable_no_school_field_clue:4,pending_double_review:4,blocked_until_required_private_readings_complete:4,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,55bd075dfc9d95fabde5a076c1bc0823d80fd2a31ae3d8142ac824cd05ca6b18,734a03bf15d2be7b1f36b4dd2626d264dd942c9e20f6c37cd1efd12474b4afd4,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
