P0即时复核裁图证据索引ID,来源P0字段即时复核包,来源P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,来源专业行原页证据锚点表,来源页级manifest,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,即时复核总序,执行总序,执行批次,即时复核阶段,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,专业行原页证据锚点ID,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,窗口坐标摘要,机器候选状态,机器候选置信等级,高校官网辅证覆盖状态,机器候选与高校辅证关系,语义多源优先桶,是否需要双人复核,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图字节数,裁图宽度px,裁图高度px,源页图宽度px,源页图高度px,裁图bbox归一化,裁图bbox像素,裁图坐标来源,裁图生成参数摘要,裁图生成状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,证据索引用途,下一步
P0CROPINDEX-a93c6ec4f0db156d,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-cf72f3914ba79b17,P0TRIAGE-b6831957c59208a6,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,39,39,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,226,left,PDFANCHOR-0873cd654c3365e0,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-0873cd654c3365e0,70ac6af39b2ee498d6b26b5382e672e89700465193e0ebb184ce23eb8b6f7b76,x=0.100213-0.507463;y=0.523256-0.430800,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-34ac642ac243f736,d5b02adfdee00b66808ae039a1cefd84178df3dd22c85c0ba6d56ecabaad3856,f6cced07086c28ca60b71a350ed92952a438868107c9f14c0be73de8bdbcdd29,420995,848,398,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.395800-0.558256,x=72-920;y=1082-1480,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-9e9b2b4215f820b9,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-1693acfa957983fe,P0TRIAGE-0f4fb6f5ae4ba8f6,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,40,40,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-896f6185282057cc,G-01338c1d774310d5,K486,226,left,PDFANCHOR-74dca8f514786a64,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-74dca8f514786a64,7b132c4bcbefa00a8e5f0d8008babc8d08ea3ac6afc857172caf1157dd69186e,x=0.100213-0.507463;y=0.523256-0.332677,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-b2b54b79461cec0c,97ababb46e36375355e22da9182efca418901f331ba0499036e02230e879ad09,389d3d7e4d09eae695aca6d8d04752fbe5d0505cdfb643145c44af3f82c6e827,652678,848,638,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.297677-0.558256,x=72-920;y=1082-1720,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-9263c1b67c535e9c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-a2b87794976de0ca,P0TRIAGE-fb73b75fe8d7cdf1,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,41,41,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-9807e5b6e5757591,G-01338c1d774310d5,K486,226,left,PDFANCHOR-c81dd157d2f58832,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-c81dd157d2f58832,9d00de16379667c1a312d494ca3e912ec097b71118a3e1de7bb5cf8e9fc5b842,x=0.100213-0.509595;y=0.523256-0.186011,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-b5b87b32412d8bed,512a416880faf4ee89de7a0a6a71355b9c4acfd1a76d469a4e32ffecc73ffd28,2e13471f6b9e0eada0dd3ec9bc01d3c73a17d500179b020d623cb9379f61750d,1037446,848,1012,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.144872-0.558256,x=72-920;y=1082-2094,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-2f1bf2a542f404e9,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-b3622fe89ff191b4,P0TRIAGE-ef34663a353eba29,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,42,42,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-a83566d233468121,G-01338c1d774310d5,K486,226,left,PDFANCHOR-8ece26d799efb86f,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-8ece26d799efb86f,6292ea33a6fae0d7f7bb64428dfa1b74ff9e28f7f87037d2bfadb10ab186ab98,x=0.100213-0.509595;y=0.523256-0.242732,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-5a91f472f5d6afbc,c7404083adcab84bcde143534fc4b1920c45c653e5282005c242e6ae4ebcb8da,891b98c73ef59aafd8ae63ebd5a75835edda6c6185659919b0490c941bfaaf35,881079,848,858,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.207732-0.558256,x=72-920;y=1082-1940,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-7406cc5e265fc42b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-84bc35864991272e,P0TRIAGE-16bcf0bdb659f18e,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,43,43,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-b26306df48aeae35,G-01338c1d774310d5,K486,226,left,PDFANCHOR-7b08eaec7fbaa79e,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-7b08eaec7fbaa79e,22d16e93d3c6876399da891fb7c78c5a281e49f0f7975a8eab9564395ca5f3d6,x=0.100213-0.507463;y=0.523256-0.473838,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-bccf669a9085b6f4,eb278439e24bc74f7925f32a35767025c8896b81681a92621eab340d847a6a62,8abac92445d3a9672380c8a42428c9d6f4ca033f9e3dfb4566aeb2001067ec6c,303675,848,292,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.438838-0.558256,x=72-920;y=1082-1374,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-2ba08d2ba00612e7,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-4917c19916ef7681,P0TRIAGE-5f54bd7abb7abfaa,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,44,44,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-b54865ae837a800d,G-01338c1d774310d5,K486,226,left,PDFANCHOR-ae07eeab57ecdd45,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-ae07eeab57ecdd45,7921e06c122a57585a8ac5bf8961bd915146dcf7c9e3a26d8c5df160a0ee12f6,x=0.100213-0.509595;y=0.523256-0.199112,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-7619af233ba397c1,43fd03ca8472be0e5e423fe5ae4ddda076db31ba21e6266e4718046b56989119,4ec894d77ab609ec7934c2b02c2dad003bee3ab16fb190f02d064c2c6a9f86bd,985905,848,965,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.164112-0.558256,x=72-920;y=1082-2047,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-ee91c569d057b8be,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-3c4d343e4910a2a7,P0TRIAGE-6dba3e72110ffe98,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,45,45,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-b55b42a0731954d9,G-01338c1d774310d5,K486,226,left,PDFANCHOR-9df1332821257fc8,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-9df1332821257fc8,a016c41eeff390afff081059aabf6e53fc88b0a46dfd2b4c4674924e068e0f94,x=0.100213-0.507463;y=0.523256-0.378776,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-bff7ce5bb26dcd35,737fd2e6636a40b27ac969d395cd9df0040c31fa17d2ac46a733a97f30f398a7,392ec75b17007d9bf6b74fa6c3a2269c25bf0b5878702c91c685299349a82697,549960,848,539,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.338186-0.558256,x=72-920;y=1082-1621,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-a97a29a34afcdf1e,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-7760167ae26d838b,P0TRIAGE-04b619c7d064be53,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,46,46,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,226,left,PDFANCHOR-d0a774364facb00d,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-d0a774364facb00d,9f9b122c617746d85847720738162631269370cc04d3452114abf8d92605ed4d,x=0.100213-0.507463;y=0.523256-0.319184,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-ae1d9a2a66c50c55,e725a74b75d0dba1e6bcaf67fbeac52db971661f13812fa8f817fdc5f8581f70,5630a9373dfb8d877c23cb1dac97cd224790b05291fd5827eb818f9acf6b5c39,693500,848,671,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.284184-0.558256,x=72-920;y=1082-1753,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-1539549378f8891a,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-cbf54b4de3ee6c9b,P0TRIAGE-d7e7f166ad0858ce,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,47,47,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-c1f8f0fd7414b38f,G-01338c1d774310d5,K486,226,left,PDFANCHOR-d883dcddaa36147d,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-d883dcddaa36147d,807101ed51c14e32b207ab35f38aa07b619526c8df15e9aa90c21c0ebae2a9d6,x=0.100213-0.509595;y=0.523256-0.392271,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-c815fe433b1678e6,156e85b61abbc98c4d87c639ecb1bcc487248483057491f291ca40075bc287c7,b72cdd1af340ac1ecc0d1fac7441ce6b4831ddd22143ce82ede407a58846abf7,493187,848,492,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.357271-0.558256,x=72-920;y=1082-1574,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-55a858aef0524268,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-182582b835109d79,P0TRIAGE-5a85af556ce4dc3c,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,48,48,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,226,left,PDFANCHOR-69a2a93ee8ae9d60,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-69a2a93ee8ae9d60,666d80944263153ac8678c2f88a9542d77c1011357ec324764ec29c051c8bbb9,x=0.100213-0.507463;y=0.523256-0.412611,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-cb5d353a0ea31753,8f5f106338b06a695e027b7063e8ca113d76c4938a1dddc4a5b806bfabb41639,b8eed736d64765709d57903c0d17785305de273b4b0d426f68bf8c4c7540747d,461984,848,450,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.374523-0.558256,x=72-920;y=1082-1532,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-3f6fe9abe3840a95,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-ced865c0b619fc7e,P0TRIAGE-aa32209ff19e1131,P0TRIAGEPACK-20f3d9ce2c1fe02d,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,49,49,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,专业计划数,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,226,left,PDFANCHOR-51f971a8ca8cd952,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-51f971a8ca8cd952,9a22fdf9c1c37a9712e60dbac7bfec81397854162eb8f61624892c9b9fc014fb,x=0.100213-0.507463;y=0.523256-0.355923,P0C1-单一坐标候选待人工核验,medium,has_b0b1_school_sidecar,R4-机器候选与高校辅证字段一致,S3-机器与高校辅证一致优先核PDF和湖北官方,false,P0CROP-9d87e650eaafe401,70331e020eb1dd467ef37f2080ac472d05ec26e2a238c9a5b2787725469c5433,64445c7886752f3c7df7f9579a7a16a722823e367996da3cf6ed54fdb1f0d00d,607031,848,596,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.314930-0.558256,x=72-920;y=1082-1678,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
