官方不可得抽样执行明细ID,来源官方不可得抽样门禁ID,来源稳定基座自动交叉核验任务ID,来源逐专业证据路由ID,来源招生明细总工作台ID,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,执行类别,执行优先级,风险等级,抽样策略,样本选择原因,样本序号,样本最低明细数,是否100%人工核验,是否抽样核验,是否低风险样本,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,必核字段,字段差异标记,官网辅证自动动作,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,最佳官网来源文件,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,疑似OCR把学费读入计划数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,是否需要双人复核,升级触发器,升级范围,当前用途边界,下一步
SAMPLINGEXEC-8eff10bbff6074b9,SAMPLINGGATE-5b3ac5984f21c87e,STABLEAUTO-9bc5c161ba9885aa,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,3,4,false,true,false,K153,成都信息工程大学,M-86d92f5ab218e665,G-e377a7e078e92213,K15306,209,right,209-right,14,26,数字媒体技术（办学地点：航空港校,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6240,,数字媒体技术,,2,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-16e01d2e4608ba89,SAMPLINGGATE-5b3ac5984f21c87e,STABLEAUTO-5a671cc557cdab3a,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,4,4,false,true,false,K153,成都信息工程大学,M-f928884575f48530,G-e377a7e078e92213,K15306,209,right,209-right,21,33,人工智能（办学地点：航空港校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6240,,人工智能,,2,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-f6d3da4c11bdd9b9,SAMPLINGGATE-bc8e45acfc4d6c85,STABLEAUTO-737b50616f60dba0,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,2,false,true,false,K753,喀什大学,M-1162cd3f716833ed,G-773111c0b1e7a465,K75307,235,left,235-left,5,24,数字媒体技术（番满足数学单科成绩≥60分：办学地点：新泉校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,4500,,数字媒体技术,,2,,,data/external/issue19-b0-b1-official-sources/ksu-2026-undergraduate-plan.xlsx,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-1f6cb40265bd0205,SAMPLINGGATE-bc8e45acfc4d6c85,STABLEAUTO-cbec81638ee59c2c,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,2,false,true,false,K753,喀什大学,M-73a51780953014c0,G-773111c0b1e7a465,K75307,235,left,235-left,3,22,网络工程（需满足数学单科成绩≥60分：办学地点：新泉校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,4500,,网络工程,,2,,,data/external/issue19-b0-b1-official-sources/ksu-2026-undergraduate-plan.xlsx,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-e3d24ef0ca9baf8b,SAMPLINGGATE-e7625140e7731661,,MAJOREVIDROUTE-9e9840ffa3fabc27,ADMISSIONDETAIL-424b4337c5ab964a,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F183,河北水利电力学院,M-7f21b21f6dc3002e,G-7c5daefdde8be002,F18301,101,left,101-left,1,01,建筑电气与智能化,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,2,4900,化学,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGEXEC-2acc55ed1324a417,SAMPLINGGATE-11fd1cbee4e9f6bb,,MAJOREVIDROUTE-f1438f67c8f73aed,ADMISSIONDETAIL-137486f28db48469,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F194,石家庄学院,M-eb1670f6eed82921,G-da8cac3b1ffe9d8b,F19404,102,left,102-left,1,04,机器人工程（办学地点：南校区）,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,5,7000,化学,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGEXEC-7c6a4c628c356586,SAMPLINGGATE-e3799f4e745090d4,,MAJOREVIDROUTE-2d2d292aabfec255,ADMISSIONDETAIL-f73c458f4582cd22,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F203,河北金融学院,M-805116f5ee5235e4,G-65fb2e47bd763197,F20303,103,right,103-right,1,05,金融学,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,3,5060,不限,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGEXEC-433f47ed7373a00d,SAMPLINGGATE-7a6d0435a1586199,,MAJOREVIDROUTE-30a8c0a56ee89609,ADMISSIONDETAIL-f74b36e51c0ae116,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F292,山西大学,M-6fc6327403dfcbff,G-1084947a2a6534cb,F29203,105,right,105-right,1,14,应用心理学（办学地点：坞城校区）,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,3,5175,不限,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGEXEC-00e6e0cd1f2ff1c1,SAMPLINGGATE-e97c25778b559ae5,,MAJOREVIDROUTE-2fc8ab951715e37b,ADMISSIONDETAIL-75f7c057507ebc03,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F294,中北大学,M-2274ba24e6a68aa1,G-c0f8ef9a1af44965,F29402,106,left,106-left,1,06,测控技术与仪器（工程拔尖创新人才,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,2,5500,化学,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
SAMPLINGEXEC-7e5b6dd1c26e9d84,SAMPLINGGATE-a30e2f3543e65636,,MAJOREVIDROUTE-a0d7b65b9adb90be,ADMISSIONDETAIL-825950885516a10f,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H2-P3低风险抽样验收,20-低风险抽样验收,R0-observe,10%且不少于25条逐专业明细分层抽检,从184条P3低风险池按页码、学校、历史稳定性和调剂影响分层抽取；通过也只允许作为机器筛选线索。,1,1,false,true,true,F295,太原理工大学,M-a2be3791bc6f4283,G-53c1631f91d20a98,F29509,107,left,107-left,4,36,量子信息科学（办学地点：明向校区）,专业名；专业计划数；学费；再选科目；备注/限定词,,P3-低风险抽检但非最终,22,5100,化学,,,,,,,,not_yet_school_source_searched_in_full_workbench,,pending_original_pdf_and_hubei_official_review,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,仅OCR或单源线索；低风险抽检失败,抽检失败则同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,低风险抽样只验证底座稳定性；不得作为志愿推荐或字段事实写回依据。,只做分层抽检；一旦进入候选讨论、发现字段异常或同组含硬风险，立即升级。
