第一闭环事实准入任务汇总ID,来源第一闭环事实准入门禁账本,来源第一闭环核验结果看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,第一闭环页列优先级,核验动作层级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,准入阻断等级分布,事实类型分布,W0B0命中事实数,高校源double_check事实数,PDF湖北官方先行事实数,B0冲突事实数,需要双人复核事实数,需要人工看图事实数,结构化接入候选事实数,PDF待核事实数,湖北官方待核事实数,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,官方公开计划页可定稿,数智平台可定稿,事实集合SHA16,证据集合SHA16,任务准入动作,公开安全策略
FCFACTGATETASK-a722d30ea9c80686,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,69,FIRSTDETAIL-58197f021c0a83a3,FIRSTRESULT-3bdea6f7f1123dd7,FIRSTTASKREVIEW-f7aa9568f525b6b5,FIRSTPAGE-7826a50352856b5d,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,3,3,0,0,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,0,3,3,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,6cd550d59e11a9c0,b279d12eba80fee0,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-c98132c77dace2b6,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,70,FIRSTDETAIL-5bf24e503db69e71,FIRSTRESULT-2c2749a13d757998,FIRSTTASKREVIEW-2d9b5efb819d8af7,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N1-高校补缺线索回PDF原页,2,2,0,0,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,0,0,0,2,0,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,686eaf555833d1cd,079e2df0e2b229a0,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-6fb3cd98a9133ae0,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,71,FIRSTDETAIL-5c49755070b48e70,FIRSTRESULT-24a5dcff38507485,FIRSTTASKREVIEW-0114e7b4d9da4f7d,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-f68c394eeefc5273,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,7b14d1e5e2f9098c,865ee63a5063b846,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-906f1d01b3d77c7a,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,72,FIRSTDETAIL-5c92e1c3b94132ae,FIRSTRESULT-e87340809867ed10,FIRSTTASKREVIEW-c6c2062ce8625837,FIRSTPAGE-44afa6d6e4d84e5a,205-left,205,left,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-学费×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,95551084835b728d,2f8ae5fe62a6af82,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-6be1fb82b254aea8,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,73,FIRSTDETAIL-5d809871adac9548,FIRSTRESULT-64d04cc20f20f15d,FIRSTTASKREVIEW-c9822f4c86e655c0,FIRSTPAGE-45d30b827811919c,057-left,57,left,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,专业计划数；学费,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,3,2,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,0,0,0,0,0,2,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,f7b7c7cb058c0a65,7027eaafd310f717,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-7c6ca41f918d9d0b,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,74,FIRSTDETAIL-5f1ac3cc2efb71c4,FIRSTRESULT-105c84807a5f38e3,FIRSTTASKREVIEW-6f1149591ad7542f,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-2ce4650e19004f47,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,ffa5dc38c23f957b,5e0610bdc2defee7,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8e693107d0adb39c,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,75,FIRSTDETAIL-604e240ec07de804,FIRSTRESULT-7321172e3094a91d,FIRSTTASKREVIEW-8581fa88d971efbc,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-0f6a13ef21ff0adb,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,6b99d2f08fb0b2bf,621cf1d02ce7e381,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-a936ecbbd56646e3,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,76,FIRSTDETAIL-655cc4d71fe13207,FIRSTRESULT-66fc7bdafbb35ff9,FIRSTTASKREVIEW-b0496ce18f471e16,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,9823f93ee29e7ffe,ad58ac8fb9a9b622,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-5200c941defe90f0,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,77,FIRSTDETAIL-65d09d5c33f190b6,FIRSTRESULT-58e5224208f4570d,FIRSTTASKREVIEW-db24b4b0c2b0498c,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b26306df48aeae35,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,4cb7eb5300a53920,ffdabbe16ba573a7,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-ee01447c3c30586b,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,78,FIRSTDETAIL-66663382808b8ba2,FIRSTRESULT-a427b014742efec3,FIRSTTASKREVIEW-7ef404bb8bc03338,FIRSTPAGE-9a59e69a09baeb3c,235-left,235,left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,专业计划数；学费；再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,4,3,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×3,专业名归属事实×1；字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,0,0,3,0,4,4,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,149d03d755c921c5,71db8c0c922cb733,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-cf81fe553fd793a2,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,79,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTRESULT-e75f529fa30e4df4,FIRSTTASKREVIEW-83cb8d3b6e656ecc,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N0-先双人核PDF原页冲突,3,3,0,0,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,0,3,3,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,13814f981c53ccac,6c7476a242e71e7f,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8c1014200195ece6,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,80,FIRSTDETAIL-7040975d5436c8a8,FIRSTRESULT-f668c02ae4bad413,FIRSTTASKREVIEW-789a85f53b390e71,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N5-多源一致仍待湖北官方侧,3,3,0,0,G6-常规PDF湖北官方闭环待完成×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,0,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,8d76ca0fe91e766b,f5ceb84548a7df3b,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-1af63c4369aa51bb,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,81,FIRSTDETAIL-71edd57df6132e94,FIRSTRESULT-f696938f950442f9,FIRSTTASKREVIEW-ad84a6f71a8608a4,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,8ec2e36589cbb3b3,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-9756111446bd15a8,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,82,FIRSTDETAIL-71febc53a57d7ba0,FIRSTRESULT-0293697e6bc6c2a7,FIRSTTASKREVIEW-81b901bca70f4cb6,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,专业计划数；学费,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,3,2,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,0,0,0,0,0,2,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,47e939e81c10e8e7,93480a2256f8adbe,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
