全量字段页列核验队列ID,来源字段事实核验任务队列,来源页级保真复核队列,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,页列核验优先级桶,页列核验优先级数值,页列首要动作,包内字段任务数,包内专业行数,包内专业组数,包内院校代码数,包内字段名分布,包内字段核验优先级分布,包内字段事实阻断等级分布,包内Q0无候选阻断任务数,包内Q1有候选待人工核验任务数,包内Q2OCR齐全待三方闭环任务数,包内专业计划数字段任务数,包内学费字段任务数,包内再选科目字段任务数,包内PDF原页核验待完成任务数,包内湖北官方核验待完成任务数,包内高校官网辅证线索任务数,包内源证据P0任务数,包内源证据P1任务数,页面复核优先级,页面阻断等级,页级保真队列ID,私有页图证据编号,私有页图SHA256,私有识别材料证据编号,私有识别材料SHA256,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,页面专业明细数,页面结构异常数,页面高严重结构异常数,字段任务ID集合SHA256,专业行ID集合SHA256,专业组出现ID集合SHA256,院校代码集合SHA256,下钻筛选键,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
FIELDPSIDE-aae9a2382042fa47,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,126,40,left,040-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,63,21,6,2,专业计划数:21；再选科目:21；学费:21,P0-字段无候选原页重读:18；P1-字段有候选回看原页和官方:3；P3-OCR齐全字段三方闭环:42,Q0-字段缺口无候选阻断:48；Q1-字段缺口有候选待人工核验:9；Q2-OCR字段齐全但PDF和官方未闭环:6,48,9,6,21,21,21,63,63,0,0,39,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2287de0cf5b39a6b,page-040,27fd7f973876c95cf16623bbf2c84b18765c51396d5ee89cb552d54b2f9907f9,040_page-040,8d2844b1e7e3ca7923bdfa4db72c7d9b081ca8279d822c8653ade4787d69e33e,0.7289,53,98,55,34,27,1de575bdaab2c93fd4cf214d1faf12d1e388e94d3cbe76c96ef10a97bf44743b,4b4c1c69bca40c7a0ba24974ccbbd224d8b80094bdd98220160d3dff53f85f7e,ac2ec89d300517aa60ccb62c6f1f4869c105c469d968a5ab1e88d839c36d24ad,71c6a8b77d0e5882bf9fcd1a79d7d7f37633d16fa6d2b024c9e06230773ed0d0,来源页码=40；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-c1a77b1ec2efb3f4,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,127,212,right,212-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,75,25,15,7,专业计划数:25；再选科目:25；学费:25,P0-字段无候选原页重读:29；P1-字段有候选回看原页和官方:2；P3-OCR齐全字段三方闭环:44,Q0-字段缺口无候选阻断:48；Q1-字段缺口有候选待人工核验:6；Q2-OCR字段齐全但PDF和官方未闭环:21,48,6,21,25,25,25,75,75,15,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-d39ab9fbce655828,page-212,6b397ca4565e0facde1cc76657acc9eb4ca7729ef4047f7e00f7ececc8acd7f3,212_page-212,e967e3e6ade64e93a4ee586a15efbb263587f44f48a537a1794a274fda4202cd,0.6760,100,58,52,20,14,57cc1433f40d7b5ce99b061f49c06a089b00e5170b351e7933187cf18dc1ea4e,8d98ba343943c795aab7e665471b4b8e64a4ce4d554b0b1d6977581638ac006a,91cc81a377bb861b5be3ffd2b7f3d22619227ba8ca960d80427c8d137aeda519,aaec5cfbab6cf721e7bf2783ac8b1ae4619ccb9de62bc612cb602cf7b495c388,来源页码=212；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-730377f4633c0ede,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,128,11,left,011-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,57,19,4,2,专业计划数:19；再选科目:19；学费:19,P0-字段无候选原页重读:18；P1-字段有候选回看原页和官方:2；P3-OCR齐全字段三方闭环:37,Q0-字段缺口无候选阻断:48；Q1-字段缺口有候选待人工核验:6；Q2-OCR字段齐全但PDF和官方未闭环:3,48,6,3,19,19,19,57,57,0,0,57,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-f10d79263959aad3,page-011,deeeb2a0bc2bae5fa894151107ba4c95937fe6879d77a513591b78d0805b796e,011_page-011,7d03cefe1169603ae92fa547b69066666e2459f958568ec748a53822edfaf5d3,0.7193,57,85,29,2,2,b3d9dc3f3c41534bf6243806cda87c41c7a5ce6975e8bd347cd94fbaff0c8385,746dd096d451869b53a2b05d70353c744ba15d0c43890243ab53fffd33db79f3,7858782985446351652863910df04b511f712bc31fdf0ba4f03a0fd1303f6c5d,79450a6faac215a4c181774105eb9437d4c3dbf898c30ac0591b745d2085d1b2,来源页码=11；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-3250af54426dd5ba,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,129,25,right,025-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,54,18,6,2,专业计划数:18；再选科目:18；学费:18,P0-字段无候选原页重读:34；P1-字段有候选回看原页和官方:2；P3-OCR齐全字段三方闭环:18,Q0-字段缺口无候选阻断:48；Q1-字段缺口有候选待人工核验:6,48,6,0,18,18,18,54,54,0,0,24,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-18080fbf969f5315,page-025,5f200985e7151b322f601587b2c17aec0a3282849486a57ee20cdb7955091721,025_page-025,791aa22ca55369610a398bc5c22a24b0b217f71735eb3bb210ddeae7b8f7864f,0.6715,67,80,40,4,2,a9e67e510f393d9ad32718dc6cad73cabec135085ed45c26cf2c06464d749931,f286de9f72d9f5a53de306d562627e4ea57d8f8216d2b5d552954f183980f774,edfc94a49aa3b129a0977fc9a15c22280fb58cd1704ca9d5f4aad13422612c35,5b5da1871527eaaa70abca0b61417ffd2369b9b00ae1bf20fd3f1b20970e0000,来源页码=25；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-865c5a1b0631899b,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,130,28,left,028-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,51,17,3,2,专业计划数:17；再选科目:17；学费:17,P0-字段无候选原页重读:29；P3-OCR齐全字段三方闭环:22,Q0-字段缺口无候选阻断:48；Q2-OCR字段齐全但PDF和官方未闭环:3,48,0,3,17,17,17,51,51,0,0,36,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-16770bb858fc8bd6,page-028,228a1c408973a6bd38efa0b105a85af68ad9485f53dda9934a3234e94d1da548,028_page-028,7bd75b192bf9f24d42f96a178173876794e9d121ea7dfbbfff4c9dc30d6cadad,0.6700,79,72,34,22,20,5b782431083dd3c83a7e590479d3097df4f099eac1a6de6debe254caa8fee4c5,5160e4af476f0bc2c3da078ec33a994f73590f56998a1332bee8d37dd35225c5,21ab9250ce1d965da5f2f9a7ca8936dddfa4512c5356585c97388ee1049ffd55,01552206796033ed5dfc26fc923b81d140d1dbcc8eb4dd2437736668e4670a89,来源页码=28；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-66b4d437a48b52b4,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,131,179,left,179-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,171,57,3,2,专业计划数:57；再选科目:57；学费:57,P0-字段无候选原页重读:33；P1-字段有候选回看原页和官方:40；P3-OCR齐全字段三方闭环:98,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:120；Q2-OCR字段齐全但PDF和官方未闭环:6,45,120,6,57,57,57,171,171,0,0,96,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-303da64e73c33868,page-179,e6edce4ffc40dc1f52ffc7882f6509eae9db248a937127305f48bf12285dc3c0,179_page-179,59abd5433daa9bbd3d7846b9ebde1e1144a9e7e2d422a9faec22b51ed4309320,0.7446,61,91,107,29,2,c24e0c748a2472d98488caebe3f93b49b1ad9b64dee012ae9738db8c9a2ea3ac,fbe8a844c0da6fec82c38adaf4c4d887403db25913199786b09cd3f306db68fb,8db7357b011b6c29e60922c9a777e6de83f7da0701876519a3cf77a9e93f1acd,fa57d820a322c4972dbe6a4ad41acd56d9fa5b4a8bfda88e94aa9e654a2e46d0,来源页码=179；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-532d0e8fc45af705,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,132,106,right,106-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,156,52,9,2,专业计划数:52；再选科目:52；学费:52,P0-字段无候选原页重读:53；P1-字段有候选回看原页和官方:35；P3-OCR齐全字段三方闭环:68,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:105；Q2-OCR字段齐全但PDF和官方未闭环:6,45,105,6,52,52,52,156,156,0,0,123,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-0bc202a3318572e6,page-106,b1e67bd82feb84105a6bb8cb9af934f1dbd26934af18900e4932d1326d063df0,106_page-106,8c313d2c69a6fdf1639aa8545dc38fbab8b483e0607157f92344104f338c3684,0.7322,61,92,92,24,9,9c35a3d14841369e9fbffcde52549b40901b8807d9d24fec76ea1836f28a3c6f,f4e4509dc20ab73cf2200ed89107289ed1a57c219478261fc6e185d380fe61b3,95ad039c5c717fa5551bec7a3c661a098a3766e3c6134ab7a70554ed764e9bbd,69400894c75bee7e834f3fc7da820a0a8c23f40ca7f90a0499e5da3a6e4535f2,来源页码=106；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-d6621ae0f5e6d7d4,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,133,87,right,087-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,141,47,7,3,专业计划数:47；再选科目:47；学费:47,P0-字段无候选原页重读:17；P1-字段有候选回看原页和官方:29；P3-OCR齐全字段三方闭环:95,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:84；Q2-OCR字段齐全但PDF和官方未闭环:12,45,84,12,47,47,47,141,141,0,0,102,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-eb317353594ad654,page-087,b8e7004d8fb19a315c720ca0a283814d13388120231a6eda56c09df2aba18ed6,087_page-087,231ba98dceecd8eefbab92b2965bafff1e6032021ee39975e43c63a8275ff90b,0.7116,55,184,93,19,6,004a48bf87bebe5bcec1431f483250da18e0a52d0e043fb0ff76bc42182f2626,05c1fcb22272e7c1a4f68fe3d54cdc512542dc185d0a05b303c673b9dd1a952a,733ed7afa4678e0c2f9277eeefb54ac39c10dcccfc295e8e7297bad57c3078b4,610eab252d48fde0dce97d81904efcd846d6b395ff95041055c0618576a71e15,来源页码=87；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-6ce44abbdc7edfae,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,134,136,left,136-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,111,37,9,6,专业计划数:37；再选科目:37；学费:37,P0-字段无候选原页重读:48；P1-字段有候选回看原页和官方:22；P3-OCR齐全字段三方闭环:41,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:63；Q2-OCR字段齐全但PDF和官方未闭环:3,45,63,3,37,37,37,111,111,0,0,75,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2ec1624868b97d6f,page-136,0a81ab38e03e53d430ab0634ae63540928ca83803c68c5c483f9166ba0a941ed,136_page-136,10a2d103839e6dcd4ff6a9a68aa584b92eb2816e40adea6691f952f7174b4412,0.6607,79,142,77,60,43,1e6a4fd87e6ed003ad03b4a3ceb6132471ed9063edfb10369b4944bd9584c81e,081fa6089e22c20e69340b46e917bb737ec817ca7b4502870869ed1af7f691f0,d95d98030b1c43abb09fb87341875183d893ba8ec8d783733eafb264254f9b76,1906750ec1fdca5f70421a2a7c47817bb279b45f2f7271b5e1a9442c85771f68,来源页码=136；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-5a9925d5efe6269f,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,135,81,left,081-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,108,36,8,2,专业计划数:36；再选科目:36；学费:36,P0-字段无候选原页重读:15；P1-字段有候选回看原页和官方:18；P3-OCR齐全字段三方闭环:75,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:54；Q2-OCR字段齐全但PDF和官方未闭环:9,45,54,9,36,36,36,108,108,6,0,60,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-1a03012fa7bc26b0,page-081,88e8264c3f18f63a1343fd197fa808d7d42897f73b041c25b2729650a6ed4d8a,081_page-081,1e163ac65473bc0aa14b43a6192a4d93f1ab38bea4e694f1d4fb0b204d728302,0.7515,85,61,64,14,6,145ef0956a6402ffc2dd7dbedfe65ff3b20f06d4d628588e3b8a2de3a89ffc95,d3f69bf719cba05d3497248fd371d647cfd08771b6ea28e694862d3f5f33b759,03fa96bb001da6ea597602a240d22ea459142dbd960a00c656ae23b00c6ec4c0,b3e297638cb7d54ca880ab727c64d57e519cd1c21bfac3b3db2f77274b833d80,来源页码=81；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
