页级保真队列ID,来源页级manifest,来源底座按页审计,来源全量逐专业保真总账,来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,OCR识别行数,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,页面复核优先级,页面阻断等级,页面审计状态,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,高风险保真行数,低风险行数,F0阻断行数,F1高优先行数,F2待补证行数,F3低风险非最终行数,P0结构串行行数,P1计划数保真行数,P2家庭费用行数,P3选科限制行数,P4调剂风险行数,P5偏好或普通待核行数,P6暂未触发机器高风险行数,空专业名行数,高严重结构异常专业行数,结构异常专业行数,计划数字段风险行数,学费字段风险行数,再选科目字段风险行数,家庭底线风险行数,偏好专业行数,候选池V1专业明细数,样本学校专业明细数,涉及院校数,涉及专业组数,风险字段Top,风险规则Top,必须核验字段,是否可进入最终页级结论,可进入下一阶段,下一步
PAGEFID-cac977c4a4240f8c,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,89,招生计划明细页,page-089,c01080a76de32a2f0833aa0caa81fd0b524a01d54683a56074c9450665307661,089_page-089,5f3e1870fe158dc9a76b588105f251ef27ec7b9688fbfd3960f6ba074e3d22cf,367,0.7422,56,180,24,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,9,99,4,39,18,99,0,30,69,0,0,17,29,53,0,0,0,0,0,17,33,13,35,91,64,7,0,0,5,10,调剂风险:99；再选科目字段:91；家庭底线:64；费用底线:62；学费字段:35；结构异常:33；组内字段风险:32；OCR置信度:19,missing_subject_candidate:91；group_has_high_fee_or_over_budget:84；tuition_over_15000_numeric:62；group_has_rejected_medical_or_nursing:60；family_machine_reject_fee:49；missing_tuition_candidate:35；tuition_not_verified_numeric:35；group_has_plan_count_untrusted:32,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-1390d0d71dc38879,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,90,招生计划明细页,page-090,4bbcc63698c09534d73849528f0ca740b9f707bd7f57535b7d5a0f01ffbd1a9e,090_page-090,a2dbd93c379861765ec8226b71c5d20498a4e72aed8c95fd6c3ea3ed14e12dc8,372,0.7320,65,160,20,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,95,5,55,38,95,0,42,49,4,0,37,21,28,8,1,0,0,0,37,50,15,14,80,56,8,0,0,5,16,调剂风险:95；再选科目字段:80；费用底线:62；家庭底线:56；结构异常:50；组内字段风险:40；OCR置信度:15；计划数字段:15,missing_subject_candidate:80；group_has_high_fee_or_over_budget:78；tuition_over_15000_numeric:62；family_machine_reject_fee:47；group_has_plan_count_untrusted:40；high_structure_anomaly:37；tuition_number_le_500:20；group_has_special_requirement_pending:17,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-6a2431707f6f5fa3,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,91,招生计划明细页,page-091,634977d7755a0e462cecbd86a312841c33ce5de84643a78cf13baea2430e138f,091_page-091,846fcd040b5502a81c713382e1e4a963604cc969d7ce222522fe39ab3fc35f1b,324,0.7253,93,129,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,7,82,3,32,15,82,0,22,60,0,0,13,38,31,0,0,0,0,0,13,29,13,27,74,57,9,0,0,3,7,调剂风险:82；再选科目字段:74；家庭底线:57；费用底线:56；组内字段风险:49；结构异常:29；学费字段:27；OCR置信度:16,group_has_high_fee_or_over_budget:82；missing_subject_candidate:74；tuition_over_15000_numeric:56；group_has_plan_count_untrusted:49；family_machine_reject_fee:48；group_has_rejected_medical_or_nursing:44；tuition_not_verified_numeric:27；missing_tuition_candidate:26,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-17c6f0453b616767,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,92,招生计划明细页,page-092,675d81abeff08066f28ddb671934b30221ac30e6844b03c3c081ea6861d9a034,092_page-092,acbe9d0c706d2594b901e11c4688ae8886458ff031acb4fce290afb5a9d68cae,301,0.7096,75,90,22,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,74,8,29,21,72,2,19,53,0,2,19,42,11,0,0,0,2,0,19,24,56,1,59,13,11,0,0,8,16,再选科目字段:59；组内字段风险:59；计划数字段:56；调剂风险:37；结构异常:24；费用底线:14；家庭底线:13；偏好专业:11,missing_subject_candidate:59；group_has_plan_count_untrusted:59；missing_plan_count_candidate:56；plan_count_not_verified_numeric:56；group_has_special_requirement_pending:23；high_structure_anomaly:19；tuition_over_15000_numeric:14；group_has_high_fee_or_over_budget:14,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-de124a6c41e8495a,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,93,招生计划明细页,page-093,93bffc68e348f752482eda714dd886e982d0a3935b749d6607c333b0c18f14a0,093_page-093,261c15e10e62ca9443e62fce9cc36aca7f83830a085d631778e0b11cb370edfb,227,0.6762,84,56,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,46,10,27,16,46,0,20,26,0,0,16,28,2,0,0,0,0,0,16,23,36,20,40,10,7,0,0,10,15,再选科目字段:40；计划数字段:36；组内字段风险:30；结构异常:23；调剂风险:22；学费字段:20；特殊限制:17；家庭底线:10,missing_subject_candidate:40；group_has_plan_count_untrusted:30；missing_plan_count_candidate:22；plan_count_not_verified_numeric:22；missing_tuition_candidate:20；tuition_not_verified_numeric:20；special_requirement_pending:17；high_structure_anomaly:16,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-809b012a3279f999,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,94,招生计划明细页,page-094,1c61807ddc0bbd8abcea3792c3516b2f14bcfe9b75ca24ac7d3f6717f3499387,094_page-094,32c9637e2328b286da99004262345dfe3dad5c78dbcb11821a2ac3e93f989ac3,267,0.7011,87,68,21,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,70,9,27,22,69,1,23,46,0,1,20,49,0,0,0,0,1,0,20,25,65,6,63,14,7,0,2,9,18,组内字段风险:67；计划数字段:65；再选科目字段:63；调剂风险:28；结构异常:25；费用底线:15；家庭底线:14；偏好专业:7,group_has_plan_count_untrusted:67；missing_plan_count_candidate:65；plan_count_not_verified_numeric:65；missing_subject_candidate:63；high_structure_anomaly:20；group_has_high_fee_or_over_budget:16；tuition_over_15000_numeric:14；group_has_rejected_medical_or_nursing:14,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-998f8059dec41624,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,95,招生计划明细页,page-095,2958bf8eea2b6a7db183d29cd3ac9ac85ab6370bc66579325356246e7f23ab89,095_page-095,de15f75427129c59ac7f9a497fa08dc16484d6981db2e40633bd1048af93bf8a,300,0.7020,96,67,12,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,68,5,50,34,67,1,47,17,3,1,32,23,8,3,0,1,1,0,32,43,35,30,56,25,7,0,0,5,18,再选科目字段:56；调剂风险:52；结构异常:43；计划数字段:35；组内字段风险:34；学费字段:30；家庭底线:25；特殊限制:23,missing_subject_candidate:56；group_has_rejected_medical_or_nursing:49；group_has_plan_count_untrusted:34；high_structure_anomaly:32；plan_count_number_ge_1000:30；missing_tuition_candidate:30；plan_count_value_ge_1000:30；tuition_not_verified_numeric:30,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-8858c75dd122a0a1,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,96,招生计划明细页,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,096_page-096,decca3dfd2654307bbbb8bb18ec930019fa01cd6ec28f1678eaa03ae291c5a62,291,0.7100,84,68,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,18,63,8,29,18,63,0,18,45,0,0,17,46,0,0,0,0,0,0,17,23,60,1,53,3,14,0,0,8,19,组内字段风险:62；计划数字段:60；再选科目字段:53；调剂风险:29；结构异常:23；偏好专业:14；特殊限制:13；OCR置信度:10,group_has_plan_count_untrusted:62；missing_plan_count_candidate:60；plan_count_not_verified_numeric:60；missing_subject_candidate:53；group_has_special_requirement_pending:26；high_structure_anomaly:17；preference_major_candidate:14；special_requirement_pending:13,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-2deaab474b97fd7f,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,97,招生计划明细页,page-097,93c9eec6d63d117361335beca1f2c181d22dc8c6f466e8624045037727f56293,097_page-097,c7b12b628f7a103ede5e57394cb40d2edf4fdf84025c22c66b5f097aae38bef2,279,0.7093,62,117,9,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,21,64,10,46,39,63,1,34,25,4,1,34,13,7,8,0,1,1,0,34,40,36,28,49,27,7,0,0,10,22,调剂风险:50；再选科目字段:49；结构异常:40；计划数字段:36；组内字段风险:29；学费字段:28；家庭底线:27；费用底线:20,missing_subject_candidate:49；group_has_high_fee_or_over_budget:35；high_structure_anomaly:34；plan_count_number_ge_1000:29；plan_count_value_ge_1000:29；group_has_plan_count_untrusted:29；tuition_not_verified_numeric:28；missing_tuition_candidate:27,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-2b7ae792e3ad138e,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,98,招生计划明细页,page-098,72386e23e2d260342fd6bd64984b79fb247fbcad32c40007eda124804725e939,098_page-098,fb1d0bf7d3431977b3be31fa5567d8d9fc7d1fe10b07201b87d16ae85b7e9edd,317,0.7293,63,98,18,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,13,78,5,36,27,78,0,27,51,0,0,26,52,0,0,0,0,0,0,26,32,78,0,75,3,9,0,0,5,13,组内字段风险:78；计划数字段:78；再选科目字段:75；调剂风险:50；结构异常:32；特殊限制:14；偏好专业:9；OCR置信度:8,missing_plan_count_candidate:78；plan_count_not_verified_numeric:78；group_has_plan_count_untrusted:78；missing_subject_candidate:75；group_has_special_requirement_pending:49；high_structure_anomaly:26；tuition_number_le_500:24；special_requirement_pending:14,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-d3836222a6d36fdd,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,99,招生计划明细页,page-099,3cb6413de943731cdc3dc181f187f475406452e5b68f7229ea47f1f4779ccc53,099_page-099,70d4514eff6e49d9da9d4b913e66eb4e7480252ef6c7dbc1e97b57ecabe6305b,282,0.7298,83,63,18,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,55,2,14,7,54,1,13,35,6,1,5,29,9,11,0,0,1,0,5,11,12,9,41,14,0,0,0,2,17,调剂风险:44；再选科目字段:41；组内字段风险:32；特殊限制:27；家庭底线:14；计划数字段:12；结构异常:11；学费字段:9,missing_subject_candidate:41；group_has_plan_count_untrusted:32；group_has_special_requirement_pending:31；special_requirement_pending:27；family_machine_pending_special:18；group_has_rejected_medical_or_nursing:15；missing_tuition_candidate:9；tuition_not_verified_numeric:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-cefea8d89f5293d9,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,100,招生计划明细页,page-100,fc3b2868eaad9b811a620b98346ef4d899ecba2e3481baeaf6da9f46b2147bb6,100_page-100,b98db630dc2249a689e257d4c11b0d1f9245add3044df94882910fb96d87e1b0,284,0.6842,95,70,20,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,28,39,3,15,8,39,0,12,27,0,0,8,31,0,0,0,0,0,0,8,14,37,0,24,10,2,0,0,3,28,组内字段风险:39；计划数字段:37；调剂风险:28；再选科目字段:24；特殊限制:17；结构异常:14；家庭底线:10；OCR置信度:6,group_has_plan_count_untrusted:39；missing_plan_count_candidate:37；plan_count_not_verified_numeric:37；missing_subject_candidate:24；group_has_special_requirement_pending:18；special_requirement_pending:17；family_machine_pending_special:9；high_structure_anomaly:8,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
