页列底座全批次公开审计ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,批次字段任务数,批次专业行覆盖数,批次字段名分布,批次阻断等级分布,批次字段状态分布,批次规范线索非空任务数,批次OCR线索非空任务数,批次多值线索任务数,批次疑似错位线索任务数,批次需PDF原页核验任务数,批次需湖北官方核验任务数,批次需高校辅证任务数,批次可自动写入正式Overlay任务数,批次建议动作分布,批次页列状态,私有批次明细证据编号,私有批次明细CSV_SHA256,私有批次页列记录数,私有批次总记录数,公开安全策略,下一步
PSALLBATCHPUB-efc708e11a70558f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,18,93,PSFOUNDATIONBATCHROW-16514fe7578c5d74,PSFIELDCLUE-bca9c13e4fb889f3,116,left,116-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,22,专业计划数:22；再选科目:22；学费:22,Q0-字段缺口无候选阻断:42；Q1-字段缺口有候选待人工核验:15；Q2-OCR字段齐全但PDF和官方未闭环:9,K0-字段缺口无候选需原页重读:31；K1-字段缺口有候选待PDF原页和官方核验:5；K2-OCR候选存在但三方核验未闭环:30,5,30,0,0,66,66,0,0,A1-无线索先人工读PDF原页:42；A2-带线索核PDF原页再核湖北官方:15；A3-OCR齐全但仍需PDF和湖北官方闭环:9,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,66,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-2eaad3a1f4aab4d2,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,19,94,PSFOUNDATIONBATCHROW-6d819ff59f261350,PSFIELDCLUE-0e5f616f841764a1,109,right,109-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:18；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:21,K0-字段缺口无候选需原页重读:14；K1-字段缺口有候选待PDF原页和官方核验:16；K2-OCR候选存在但三方核验未闭环:57,16,57,5,0,87,87,0,0,A1-无线索先人工读PDF原页:18；A2-带线索核PDF原页再核湖北官方:48；A3-OCR齐全但仍需PDF和湖北官方闭环:21,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,87,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-cd536c578d787dcf,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,20,95,PSFOUNDATIONBATCHROW-c6319ecf3ae0b087,PSFIELDCLUE-4c09583022f9efc3,131,right,131-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,30,90,90,30,专业计划数:30；再选科目:30；学费:30,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:69；Q2-OCR字段齐全但PDF和官方未闭环:9,K0-字段缺口无候选需原页重读:15；K1-字段缺口有候选待PDF原页和官方核验:24；K2-OCR候选存在但三方核验未闭环:51,24,52,0,0,90,90,0,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:69；A3-OCR齐全但仍需PDF和湖北官方闭环:9,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,90,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-b68d7fec1a7fb87d,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,21,96,PSFOUNDATIONBATCHROW-04d079316f278060,PSFIELDCLUE-66fbb014cc05fc47,210,right,210-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,33,99,99,33,专业计划数:33；再选科目:33；学费:33,Q1-字段缺口有候选待人工核验:69；Q2-OCR字段齐全但PDF和官方未闭环:30,K0-字段缺口无候选需原页重读:2；K1-字段缺口有候选待PDF原页和官方核验:23；K2-OCR候选存在但三方核验未闭环:74,23,74,0,0,99,99,0,0,A2-带线索核PDF原页再核湖北官方:69；A3-OCR齐全但仍需PDF和湖北官方闭环:30,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,99,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-023bb058c8d7920c,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,22,97,PSFOUNDATIONBATCHROW-2847f09e6a35c07e,PSFIELDCLUE-bb30ce72ff078c38,107,right,107-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,45,135,135,45,专业计划数:45；再选科目:45；学费:45,Q0-字段缺口无候选阻断:99；Q1-字段缺口有候选待人工核验:21；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:46；K1-字段缺口有候选待PDF原页和官方核验:7；K2-OCR候选存在但三方核验未闭环:82,7,82,2,0,135,135,0,0,A1-无线索先人工读PDF原页:99；A2-带线索核PDF原页再核湖北官方:21；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,135,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-9e9e5db28f6e42c9,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,23,98,PSFOUNDATIONBATCHROW-9d4b570ea1943c24,PSFIELDCLUE-ab2f65a81ad15fd7,196,right,196-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:72；Q1-字段缺口有候选待人工核验:3,K0-字段缺口无候选需原页重读:48；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:26,1,26,0,0,75,75,0,0,A1-无线索先人工读PDF原页:72；A2-带线索核PDF原页再核湖北官方:3,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,75,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-ef8122990f4e1598,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,24,99,PSFOUNDATIONBATCHROW-a138acbcd539a374,PSFIELDCLUE-a311e6c7d4313484,200,right,200-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,81,27,专业计划数:27；再选科目:27；学费:27,Q0-字段缺口无候选阻断:63；Q1-字段缺口有候选待人工核验:18,K0-字段缺口无候选需原页重读:42；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:33,6,33,1,0,81,81,0,0,A1-无线索先人工读PDF原页:63；A2-带线索核PDF原页再核湖北官方:18,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,81,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-5a07cbf499ba3566,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,25,100,PSFOUNDATIONBATCHROW-9455508ffb15d318,PSFIELDCLUE-e146d06855629515,108,left,108-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,35,105,105,35,专业计划数:35；再选科目:35；学费:35,Q0-字段缺口无候选阻断:57；Q1-字段缺口有候选待人工核验:21；Q2-OCR字段齐全但PDF和官方未闭环:27,K0-字段缺口无候选需原页重读:25；K1-字段缺口有候选待PDF原页和官方核验:7；K2-OCR候选存在但三方核验未闭环:73,7,73,0,0,105,105,0,0,A1-无线索先人工读PDF原页:57；A2-带线索核PDF原页再核湖北官方:21；A3-OCR齐全但仍需PDF和湖北官方闭环:27,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,105,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-d003a6e8f4b3dd59,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,1,101,PSFOUNDATIONBATCHROW-8bbf29e0a535044c,PSFIELDCLUE-87e63889ba4b7cbe,181,left,181-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,34,专业计划数:34；再选科目:34；学费:34,Q0-字段缺口无候选阻断:57；Q1-字段缺口有候选待人工核验:30；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:27；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:64,11,66,6,0,102,102,0,0,A1-无线索先人工读PDF原页:57；A2-带线索核PDF原页再核湖北官方:30；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-05-review-detail,8e1c8fdb602e7cfd77b079c41e2c26936da80ba17e199d4bcf0b65d27231b1ea,102,2364,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-63971ffdca0ac220,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,2,102,PSFOUNDATIONBATCHROW-469d089b4b664653,PSFIELDCLUE-c473e1c2a42298d5,172,left,172-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,34,专业计划数:34；再选科目:34；学费:34,Q0-字段缺口无候选阻断:51；Q1-字段缺口有候选待人工核验:51,K0-字段缺口无候选需原页重读:41；K1-字段缺口有候选待PDF原页和官方核验:18；K2-OCR候选存在但三方核验未闭环:43,18,44,1,0,102,102,0,0,A1-无线索先人工读PDF原页:51；A2-带线索核PDF原页再核湖北官方:51,S0-批次已生成但未事实核准,batch-05-review-detail,8e1c8fdb602e7cfd77b079c41e2c26936da80ba17e199d4bcf0b65d27231b1ea,102,2364,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-7f60742138bc2cd7,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,3,103,PSFOUNDATIONBATCHROW-f0c5c059cc1b1143,PSFIELDCLUE-5643cb1634c4a8ea,101,right,101-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,24,专业计划数:24；再选科目:24；学费:24,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:30,K0-字段缺口无候选需原页重读:16；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:50,6,50,0,0,72,72,0,0,A1-无线索先人工读PDF原页:24；A2-带线索核PDF原页再核湖北官方:18；A3-OCR齐全但仍需PDF和湖北官方闭环:30,S0-批次已生成但未事实核准,batch-05-review-detail,8e1c8fdb602e7cfd77b079c41e2c26936da80ba17e199d4bcf0b65d27231b1ea,72,2364,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-99abcec2fd613035,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,4,104,PSFOUNDATIONBATCHROW-840d17b23135eeb7,PSFIELDCLUE-6dca92e87e36dc69,102,left,102-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,69,23,专业计划数:23；再选科目:23；学费:23,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:12,K0-字段缺口无候选需原页重读:20；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:38,11,38,0,0,69,69,0,0,A1-无线索先人工读PDF原页:24；A2-带线索核PDF原页再核湖北官方:33；A3-OCR齐全但仍需PDF和湖北官方闭环:12,S0-批次已生成但未事实核准,batch-05-review-detail,8e1c8fdb602e7cfd77b079c41e2c26936da80ba17e199d4bcf0b65d27231b1ea,69,2364,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
