第一闭环事实动作包准出门禁ID,来源第一闭环事实动作包,来源第一闭环事实准出门禁账本,来源第一闭环事实证据通道工作台,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,准出门禁序号,事实动作包ID,事实动作包序号,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页待补事实数,湖北官方侧待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,动作包准出状态,动作包主缺口桶,动作包准出阻断等级,事实准出状态分布,事实准出阻断等级分布,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,准出完成条件,下一步动作包准出动作,公开安全策略
FCFACTPACKGATE-654ffe5ebaab78eb,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,66,FCFACTPACK-e4ef42c708489a42,66,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,033-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,43b5bb61fd1859c1,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-dea4b0753bf0315d,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,67,FCFACTPACK-3ecde6b0cc8507f8,67,235-left,235,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,033-07,5,5,0,0,2,2,1,0,2,5,2,1,1,5,5,0,0,0,5,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×5,G6-常规PDF湖北官方闭环待完成×5,P2-有PDFOCR提示，仍待PDF原页人工确认×5,O3-仅PDFOCR候选待人工核页×5,M0-无机器坐标提示×5,S1-有高校辅证线索或自动官网任务，待私有辅证记录×5,pending_hubei_official_review×5,C3-仅PDFOCR候选，需人工核页×5,not_required_or_task_level_pending×5,pending_private_three_way_field_confirmation×5,not_applicable×5,not_applicable×5,27a5fbcd70f70735,27a4c57ddf32279b,9be588d2c8048c72,e266f95730db6cb1,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×5,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-0da155fe74223254,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,68,FCFACTPACK-e2a1944fdb718ecd,68,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,034-01,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,6bd28da012d817ff,8fdede619281e7ce,,acbf576b6b2a67d7,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-6fe05ac60e2d3f44,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,69,FCFACTPACK-22c05c61d9a05e22,69,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,034-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,e5ae5685dc66e36e,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-1da8f3017347f5c5,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,70,FCFACTPACK-652a0c27f5a9dacd,70,036-right,36,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,034-07,2,2,0,0,0,1,1,0,1,2,1,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,6b617e0c5a91951e,8fdede619281e7ce,320d6b75f057b8d4,acbf576b6b2a67d7,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-89f1fd84134b1db4,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,71,FCFACTPACK-d3e6eb24a93ef9e9,71,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,035-01,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,0c42bab2dc2567f0,caa6b829247f35e8,,8f84db9a9b75369c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-548561e38a30d60d,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,72,FCFACTPACK-e0595f0d9a800ad3,72,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,035-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1f85241e44cfc782,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-2baff07a417cec07,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,73,FCFACTPACK-6db3ccfe0df2a20b,73,057-left,57,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,035-07,2,2,0,0,1,1,0,0,1,2,1,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,1d831ae4d7551b8f,caa6b829247f35e8,0a3324764947d5bb,8f84db9a9b75369c,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-92fee525a2cca0e6,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,74,FCFACTPACK-f839ff669341eed7,74,081-left,81,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,036-01,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,e267729d9948d325,e98fe92f2fbf49df,,f0d53abbf1e2b5c3,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-12e9ca9c35047404,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,75,FCFACTPACK-09d3e010467cf9d0,75,081-left,81,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,036-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,24f1b5a2c985f301,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-7b1e52424abafe10,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,76,FCFACTPACK-924a13f8485a0b19,76,081-left,81,left,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,036-07,2,2,0,0,1,1,0,0,1,2,1,1,1,2,2,0,0,0,2,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×2,G6-常规PDF湖北官方闭环待完成×2,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,7ec991e861975a56,e98fe92f2fbf49df,aa8bec243196c943,f0d53abbf1e2b5c3,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-cf0c8aeda51be4b1,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,77,FCFACTPACK-7eeef2986b89861e,77,096-right,96,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,037-01,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,blocked_missing_required_evidence,G2-专业名归属待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,dc0c998235d61f74,952f2610c4fdd1ef,,4a75d61ffc947153,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核专业名、备注和限定词归属，防止后续字段写到错误专业行。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-63eba6a357177972,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,78,FCFACTPACK-af67f5034a8975f1,78,096-right,96,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,037-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,401d34fb99165881,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-84c5c550e514c4a5,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,79,FCFACTPACK-ef4da05c939cc1d4,79,096-right,96,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,037-07,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,blocked_missing_required_evidence,G5-PDF湖北官方待闭环,R5-常规PDF湖北官方阻断,blocked_regular_pdf_hubei×1,G6-常规PDF湖北官方闭环待完成×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,5a54ac6541304789,952f2610c4fdd1ef,37d1c508f53520f6,4a75d61ffc947153,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,按 PDF 原页和湖北官方侧逐项核验；完成前不得写回字段事实或作为推荐依据。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
