官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-e51eabb37c49f3eb,ADM-40f4c45670675123,B0B1DIFF-e51eabb37c49f3eb,CLOSEMAJOR-e51eabb37c49f3eb,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,52,C0-P0证据闭环先核,M-c7fca9efc240eb35,G-c0ac61e747e0bdfb,K151,成都理工大学,K15114,208,1,53,数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）,2,6240,化学,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-138986507c7c7c12,ADM-eec17723856d7547,B0B1DIFF-138986507c7c7c12,CLOSEMAJOR-138986507c7c7c12,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,53,C0-P0证据闭环先核,M-b5b35c3f6ffedf7c,G-24ad0a9ce0e108f8,K179,成都师范学院,K17905,212,1,05,数字媒体技术院校专业组及专业代号,2,5200,「化学,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b58cd7ea9ca527f3,,B0B1DIFF-b58cd7ea9ca527f3,CLOSEMAJOR-b58cd7ea9ca527f3,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,54,C0-P0证据闭环先核,M-de9d7943a7d83f6f,G-a722ab9f822b7788,A032,北京语言大学,A03207,17,1,28,计算机类（计算机科学与技术、人工智数据科学与大数据技术、,15,5500,化学,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-23ac8ec836a5d822,,B0B1DIFF-23ac8ec836a5d822,CLOSEMAJOR-23ac8ec836a5d822,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,55,C0-P0证据闭环先核,M-f3df441ab20b47af,G-1e2c38ae5da517bb,A022,北京林业大学,A02206,16,3,17,大数据管理与应用（一、三年级在北京校区培养，三年级起在雄安校区培养）,3,5000,,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b44d856c860fad0c,,B0B1DIFF-b44d856c860fad0c,CLOSEMAJOR-b44d856c860fad0c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,56,C0-P0证据闭环先核,M-8ecf2e2cf7576066,G-403371bec582aa7d,A033,中国传媒大学,A03311,18,1,21,人工智能（智能视听卓越人才实验班）,12,2,化学,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4a184494f539a2a8,ADM-01f75cef417ae98e,B0B1DIFF-4a184494f539a2a8,CLOSEMAJOR-4a184494f539a2a8,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,57,C0-P0证据闭环先核,M-43f6ccd198ca6f7e,G-db1867eb696d3ac0,A022,北京林业大学,A02211,16,5,40,网络工程（一、养，三年级起在雄安校区培养）三年级在北京校区培,,3,,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f73369c8c3230136,ADM-27f50053fe809332,B0B1DIFF-f73369c8c3230136,CLOSEMAJOR-f73369c8c3230136,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,58,C0-P0证据闭环先核,M-dc9a8103f567facd,G-db1867eb696d3ac0,A022,北京林业大学,A02211,16,6,41,人工智能（一、养，三年级起在雄安校区培养）,,4,,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-6ae66b823ffa8101,,B0B1DIFF-6ae66b823ffa8101,CLOSEMAJOR-6ae66b823ffa8101,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,59,C0-P0证据闭环先核,M-fc675113f544c2f7,G-4e7141db0b8b157c,A032,北京语言大学,A03206,17,5,20,大数据管理与应用,,5000,,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-567a4bad954fd0b7,ADM-33b9db6b01545cad,B0B1DIFF-567a4bad954fd0b7,CLOSEMAJOR-567a4bad954fd0b7,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,60,C0-P0证据闭环先核,M-02941aeaa51db52f,G-cef0e378cb02322e,K345,云南大学,K34509,218,9,50,数字媒体技术（第三、四学年学费12000元/年：办学地点：皇贡校区）,2,5000,,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-7f492546633351c4,ADM-ea56d37a5ac8d36f,B0B1DIFF-7f492546633351c4,CLOSEMAJOR-7f492546633351c4,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,继续补高校逐专业计划源；核招生章程限制项,61,C0-P0证据闭环先核,M-6dbb39605dcc8d6a,G-b8ba4c737ffcf6db,K533,西安工商学院,K53303,227,4,17,数字媒体技术,27500,,,charter_or_rules_only_no_plan,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程或规则线索,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c4e3e5de6560a010,ADM-258e1170cfda6109,B0B1DIFF-c4e3e5de6560a010,CLOSEMAJOR-c4e3e5de6560a010,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,62,C0-P0证据闭环先核,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,36,1,20,计算机科学与技术（含计算机拨尖及专业代号2.0班（泰山学堂）、计算机菁英班、人工智能与大数据新工科创新实验班：办学地点：青岛校区）,,6,「化学,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配,false,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-9243a7f4aca3af4b,ADM-2e90b91483c85c94,B0B1DIFF-9243a7f4aca3af4b,CLOSEMAJOR-9243a7f4aca3af4b,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,63,C0-P0证据闭环先核,M-de96b2c78977c1f5,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,12,19,数字媒体技术（办学地点：长安校区）,,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,数字媒体技术,C2,2,,21489；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-7b55e3523fc86624,ADM-b1a6c01e771c391d,B0B1DIFF-7b55e3523fc86624,CLOSEMAJOR-7b55e3523fc86624,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,64,C0-P0证据闭环先核,M-1162cd3f716833ed,G-773111c0b1e7a465,K753,喀什大学,K75307,235,5,24,数字媒体技术（番满足数学单科成绩≥60分：办学地点：新泉校区）,2,4500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/ksu-2026-undergraduate-plan.xlsx,数字媒体技术,,2,,,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-364e36ccaf2ed45d,ADM-12df4a9b84e469ba,B0B1DIFF-364e36ccaf2ed45d,CLOSEMAJOR-364e36ccaf2ed45d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,65,C0-P0证据闭环先核,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,4,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,4,6600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,网络空间安全,36,4,6600,"物理,化学(2门科目考生均须选考方可报考)",contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-0031e18be5b2b5f4,ADM-81c2470fb3e9f4f9,B0B1DIFF-0031e18be5b2b5f4,CLOSEMAJOR-0031e18be5b2b5f4,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,66,C0-P0证据闭环先核,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,5,24,人工智能,2,6600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,人工智能,37,2,6600,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
